Key,Source,Context,Changes,English,schinese
airdrop_plantShrubSnow,entityclasses,Entity,,Airdrop,空投
questItem_plantShrub,items,Request,,Airdrop Request for [DECEA3]1 Plant Shrub [-],空投申请：[DECEA3]1 植物灌木[-]
airdrop_plantShrub,entityclasses,Entity,,Airdrop,空投
questItem_plantHedgeRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Plant Hedge Random Helper [-],空投申请：[DECEA3]1 植物树篱随机组合项[-]
airdrop_plantHedgeRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_plantHedgeDead,items,Request,,Airdrop Request for [DECEA3]1 Plant Hedge Dead [-],空投申请：[DECEA3]1 植物树篱枯死[-]
airdrop_plantHedgeDead,entityclasses,Entity,,Airdrop,空投
questItem_plantHedgeSnow,items,Request,,Airdrop Request for [DECEA3]1 Plant Hedge Snow [-],空投申请：[DECEA3]1 植物树篱雪地[-]
airdrop_plantHedgeSnow,entityclasses,Entity,,Airdrop,空投
questItem_plantHedge,items,Request,,Airdrop Request for [DECEA3]1 Plant Hedge [-],空投申请：[DECEA3]1 植物树篱[-]
airdrop_plantHedge,entityclasses,Entity,,Airdrop,空投
questItem_treeAzalea,items,Request,,Airdrop Request for [DECEA3]1 Tree Azalea [-],空投申请：[DECEA3]1 树杜鹃[-]
airdrop_treeAzalea,entityclasses,Entity,,Airdrop,空投
questItem_treeSnowyDeadBush,items,Request,,Airdrop Request for [DECEA3]1 Tree Snowy Dead Bush [-],空投申请：[DECEA3]1 树积雪枯死灌木[-]
airdrop_treeSnowyDeadBush,entityclasses,Entity,,Airdrop,空投
questItem_treeDeadPineLeaf,items,Request,,Airdrop Request for [DECEA3]1 Tree Dead Pine Leaf [-],空投申请：[DECEA3]1 树枯死松树树叶[-]
airdrop_treeDeadPineLeaf,entityclasses,Entity,,Airdrop,空投
questItem_treePlainsTree,items,Request,,Airdrop Request for [DECEA3]1 Tree Plains Tree [-],空投申请：[DECEA3]1 树平原树[-]
airdrop_treePlainsTree,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSide2mBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side2m Blue [-],空投申请：[DECEA3]1 货运集装箱侧面2米蓝色[-]
airdrop_shippingContainerSide2mBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapBlueTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap Blue Trader Only [-],空投申请：[DECEA3]1 货运集装箱端盖蓝色商人专用[-]
airdrop_shippingContainerCapBlueTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap Blue [-],空投申请：[DECEA3]1 货运集装箱端盖蓝色[-]
airdrop_shippingContainerCapBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideHoleBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Hole Blue [-],空投申请：[DECEA3]1 货运集装箱侧面破洞蓝色[-]
airdrop_shippingContainerSideHoleBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideTextBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Text Blue [-],空投申请：[DECEA3]1 货运集装箱侧面文字蓝色[-]
airdrop_shippingContainerSideTextBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideBlueTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Blue Trader Only [-],空投申请：[DECEA3]1 货运集装箱侧面蓝色商人专用[-]
airdrop_shippingContainerSideBlueTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Blue [-],空投申请：[DECEA3]1 货运集装箱侧面蓝色[-]
airdrop_shippingContainerSideBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightRotatedBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Rotated Blue [-],空投申请：[DECEA3]1 货运集装箱门右侧旋转蓝色[-]
airdrop_shippingContainerDoorRightRotatedBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightOpenBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Open Blue [-],空投申请：[DECEA3]1 货运集装箱门右侧开启蓝色[-]
airdrop_shippingContainerDoorRightOpenBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftRotatedBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Rotated Blue [-],空投申请：[DECEA3]1 货运集装箱门左侧旋转蓝色[-]
airdrop_shippingContainerDoorLeftRotatedBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftOpenBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Open Blue [-],空投申请：[DECEA3]1 货运集装箱门左侧开启蓝色[-]
airdrop_shippingContainerDoorLeftOpenBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorCrackedOpenBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Cracked Open Blue [-],空投申请：[DECEA3]1 货运集装箱门破裂开启蓝色[-]
airdrop_shippingContainerDoorCrackedOpenBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorsClosedBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Doors Closed Blue [-],空投申请：[DECEA3]1 货运集装箱门关闭蓝色[-]
airdrop_shippingContainerDoorsClosedBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorFrameBlue,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Frame Blue [-],空投申请：[DECEA3]1 货运集装箱门框架蓝色[-]
airdrop_shippingContainerDoorFrameBlue,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSide2mGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side2m Green [-],空投申请：[DECEA3]1 货运集装箱侧面2米绿色[-]
airdrop_shippingContainerSide2mGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapGreenTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap Green Trader Only [-],空投申请：[DECEA3]1 货运集装箱端盖绿色商人专用[-]
airdrop_shippingContainerCapGreenTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap Green [-],空投申请：[DECEA3]1 货运集装箱端盖绿色[-]
airdrop_shippingContainerCapGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideHoleGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Hole Green [-],空投申请：[DECEA3]1 货运集装箱侧面破洞绿色[-]
airdrop_shippingContainerSideHoleGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideTextGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Text Green [-],空投申请：[DECEA3]1 货运集装箱侧面文字绿色[-]
airdrop_shippingContainerSideTextGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideGreenTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Green Trader Only [-],空投申请：[DECEA3]1 货运集装箱侧面绿色商人专用[-]
airdrop_shippingContainerSideGreenTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Green [-],空投申请：[DECEA3]1 货运集装箱侧面绿色[-]
airdrop_shippingContainerSideGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightRotatedGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Rotated Green [-],空投申请：[DECEA3]1 货运集装箱门右侧旋转绿色[-]
airdrop_shippingContainerDoorRightRotatedGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightOpenGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Open Green [-],空投申请：[DECEA3]1 货运集装箱门右侧开启绿色[-]
airdrop_shippingContainerDoorRightOpenGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftRotatedGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Rotated Green [-],空投申请：[DECEA3]1 货运集装箱门左侧旋转绿色[-]
airdrop_shippingContainerDoorLeftRotatedGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftOpenGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Open Green [-],空投申请：[DECEA3]1 货运集装箱门左侧开启绿色[-]
airdrop_shippingContainerDoorLeftOpenGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorCrackedOpenGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Cracked Open Green [-],空投申请：[DECEA3]1 货运集装箱门破裂开启绿色[-]
airdrop_shippingContainerDoorCrackedOpenGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorsClosedGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Doors Closed Green [-],空投申请：[DECEA3]1 货运集装箱门关闭绿色[-]
airdrop_shippingContainerDoorsClosedGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorFrameGreen,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Frame Green [-],空投申请：[DECEA3]1 货运集装箱门框架绿色[-]
airdrop_shippingContainerDoorFrameGreen,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSide2mOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side2m Orange [-],空投申请：[DECEA3]1 货运集装箱侧面2米橙色[-]
airdrop_shippingContainerSide2mOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapOrangeTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap Orange Trader Only [-],空投申请：[DECEA3]1 货运集装箱端盖橙色商人专用[-]
airdrop_shippingContainerCapOrangeTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap Orange [-],空投申请：[DECEA3]1 货运集装箱端盖橙色[-]
airdrop_shippingContainerCapOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideHoleOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Hole Orange [-],空投申请：[DECEA3]1 货运集装箱侧面破洞橙色[-]
airdrop_shippingContainerSideHoleOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideTextOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Text Orange [-],空投申请：[DECEA3]1 货运集装箱侧面文字橙色[-]
airdrop_shippingContainerSideTextOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideOrangeTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Orange Trader Only [-],空投申请：[DECEA3]1 货运集装箱侧面橙色商人专用[-]
airdrop_shippingContainerSideOrangeTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Orange [-],空投申请：[DECEA3]1 货运集装箱侧面橙色[-]
airdrop_shippingContainerSideOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightRotatedOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Rotated Orange [-],空投申请：[DECEA3]1 货运集装箱门右侧旋转橙色[-]
airdrop_shippingContainerDoorRightRotatedOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightOpenOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Open Orange [-],空投申请：[DECEA3]1 货运集装箱门右侧开启橙色[-]
airdrop_shippingContainerDoorRightOpenOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftRotatedOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Rotated Orange [-],空投申请：[DECEA3]1 货运集装箱门左侧旋转橙色[-]
airdrop_shippingContainerDoorLeftRotatedOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftOpenOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Open Orange [-],空投申请：[DECEA3]1 货运集装箱门左侧开启橙色[-]
airdrop_shippingContainerDoorLeftOpenOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorCrackedOpenOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Cracked Open Orange [-],空投申请：[DECEA3]1 货运集装箱门破裂开启橙色[-]
airdrop_shippingContainerDoorCrackedOpenOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorsClosedOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Doors Closed Orange [-],空投申请：[DECEA3]1 货运集装箱门关闭橙色[-]
airdrop_shippingContainerDoorsClosedOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorFrameOrange,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Frame Orange [-],空投申请：[DECEA3]1 货运集装箱门框架橙色[-]
airdrop_shippingContainerDoorFrameOrange,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSide2mWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side2m White [-],空投申请：[DECEA3]1 货运集装箱侧面2米白色[-]
airdrop_shippingContainerSide2mWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapWhiteTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap White Trader Only [-],空投申请：[DECEA3]1 货运集装箱端盖白色商人专用[-]
airdrop_shippingContainerCapWhiteTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerCapWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Cap White [-],空投申请：[DECEA3]1 货运集装箱端盖白色[-]
airdrop_shippingContainerCapWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideHoleWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Hole White [-],空投申请：[DECEA3]1 货运集装箱侧面破洞白色[-]
airdrop_shippingContainerSideHoleWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideTextWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side Text White [-],空投申请：[DECEA3]1 货运集装箱侧面文字白色[-]
airdrop_shippingContainerSideTextWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideWhiteTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side White Trader Only [-],空投申请：[DECEA3]1 货运集装箱侧面白色商人专用[-]
airdrop_shippingContainerSideWhiteTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerSideWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Side White [-],空投申请：[DECEA3]1 货运集装箱侧面白色[-]
airdrop_shippingContainerSideWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightRotatedWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Rotated White [-],空投申请：[DECEA3]1 货运集装箱门右侧旋转白色[-]
airdrop_shippingContainerDoorRightRotatedWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorRightOpenWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Right Open White [-],空投申请：[DECEA3]1 货运集装箱门右侧开启白色[-]
airdrop_shippingContainerDoorRightOpenWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftRotatedWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Rotated White [-],空投申请：[DECEA3]1 货运集装箱门左侧旋转白色[-]
airdrop_shippingContainerDoorLeftRotatedWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorLeftOpenWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Left Open White [-],空投申请：[DECEA3]1 货运集装箱门左侧开启白色[-]
airdrop_shippingContainerDoorLeftOpenWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorCrackedOpenWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Cracked Open White [-],空投申请：[DECEA3]1 货运集装箱门破裂开启白色[-]
airdrop_shippingContainerDoorCrackedOpenWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorsClosedWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Doors Closed White [-],空投申请：[DECEA3]1 货运集装箱门关闭白色[-]
airdrop_shippingContainerDoorsClosedWhite,entityclasses,Entity,,Airdrop,空投
questItem_shippingContainerDoorFrameWhite,items,Request,,Airdrop Request for [DECEA3]1 Shipping Container Door Frame White [-],空投申请：[DECEA3]1 货运集装箱门框架白色[-]
airdrop_shippingContainerDoorFrameWhite,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedFrontTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Front Trader Only [-],空投申请：[DECEA3]1 半挂式平板拖车前部商人专用[-]
airdrop_semiFlatbedFrontTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedFront,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Front [-],空投申请：[DECEA3]1 半挂式平板拖车前部[-]
airdrop_semiFlatbedFront,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedMiddleTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Middle Trader Only [-],空投申请：[DECEA3]1 半挂式平板拖车中段商人专用[-]
airdrop_semiFlatbedMiddleTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedMiddle45,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Middle45 [-],空投申请：[DECEA3]1 半挂式平板拖车中段45[-]
airdrop_semiFlatbedMiddle45,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedMiddle,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Middle [-],空投申请：[DECEA3]1 半挂式平板拖车中段[-]
airdrop_semiFlatbedMiddle,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedMiddleWheelsTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Middle Wheels Trader Only [-],空投申请：[DECEA3]1 半挂式平板拖车中段车轮商人专用[-]
airdrop_semiFlatbedMiddleWheelsTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedMiddleWheels,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Middle Wheels [-],空投申请：[DECEA3]1 半挂式平板拖车中段车轮[-]
airdrop_semiFlatbedMiddleWheels,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedBackTraderOnly,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Back Trader Only [-],空投申请：[DECEA3]1 半挂式平板拖车后部商人专用[-]
airdrop_semiFlatbedBackTraderOnly,entityclasses,Entity,,Airdrop,空投
questItem_semiFlatbedBack,items,Request,,Airdrop Request for [DECEA3]1 Semi Flatbed Back [-],空投申请：[DECEA3]1 半挂式平板拖车后部[-]
airdrop_semiFlatbedBack,entityclasses,Entity,,Airdrop,空投
questItem_cntBusCityRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Bus City Random Helper [-],空投申请：[DECEA3]1 容器公交车城市随机组合项[-]
airdrop_cntBusCityRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntBusShuttleRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Bus Shuttle Random Helper [-],空投申请：[DECEA3]1 容器公交车接驳车随机组合项[-]
airdrop_cntBusShuttleRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntBusSchoolRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Bus School Random Helper [-],空投申请：[DECEA3]1 容器公交车学校随机组合项[-]
airdrop_cntBusSchoolRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntBusSchoolShortRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Bus School Short Random Helper [-],空投申请：[DECEA3]1 容器公交车学校矮型随机组合项[-]
airdrop_cntBusSchoolShortRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntFireTruck01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Fire Truck01Air Random Helper [-],空投申请：[DECEA3]1 容器火焰卡车01空气随机组合项[-]
airdrop_cntFireTruck01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntPoliceCar01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Police Car01Air Random Helper [-],空投申请：[DECEA3]1 容器警用汽车01空气随机组合项[-]
airdrop_cntPoliceCar01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntSemiTruck01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Semi Truck01Air Random Helper [-],空投申请：[DECEA3]1 容器半挂式卡车01空气随机组合项[-]
airdrop_cntSemiTruck01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntPickupTruck01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Pickup Truck01Air Random Helper [-],空投申请：[DECEA3]1 容器皮卡卡车01空气随机组合项[-]
airdrop_cntPickupTruck01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntSUV01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt SUV01Air Random Helper [-],空投申请：[DECEA3]1 容器 SUV01空气随机组合项[-]
airdrop_cntSUV01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntMinivan01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Minivan01Air Random Helper [-],空投申请：[DECEA3]1 容器小型厢式车01空气随机组合项[-]
airdrop_cntMinivan01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntSedan01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Sedan01Air Random Helper [-],空投申请：[DECEA3]1 容器轿车01空气随机组合项[-]
airdrop_cntSedan01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntFrontCrumpledSedan01AirRandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Front Crumpled Sedan01Air Random Helper [-],空投申请：[DECEA3]1 容器前部撞毁轿车01空气随机组合项[-]
airdrop_cntFrontCrumpledSedan01AirRandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntCar03SedanDamage2RandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Car03Sedan Damage2Random Helper [-],空投申请：[DECEA3]1 容器汽车03轿车受损2随机组合项[-]
airdrop_cntCar03SedanDamage2RandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntCar03SedanDamage1RandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Car03Sedan Damage1Random Helper [-],空投申请：[DECEA3]1 容器汽车03轿车受损1随机组合项[-]
airdrop_cntCar03SedanDamage1RandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_cntCar03SedanDamage0RandomHelper,items,Request,,Airdrop Request for [DECEA3]1 Cnt Car03Sedan Damage0Random Helper [-],空投申请：[DECEA3]1 容器汽车03轿车受损0随机组合项[-]
airdrop_cntCar03SedanDamage0RandomHelper,entityclasses,Entity,,Airdrop,空投
questItem_forklift2Blue,items,Request,,Airdrop Request for [DECEA3]1 Forklift2Blue [-],空投申请：[DECEA3]1 叉车2蓝色[-]
airdrop_forklift2Blue,entityclasses,Entity,,Airdrop,空投
questItem_forklift2Green,items,Request,,Airdrop Request for [DECEA3]1 Forklift2Green [-],空投申请：[DECEA3]1 叉车2绿色[-]
airdrop_forklift2Green,entityclasses,Entity,,Airdrop,空投
questItem_forklift2Yellow,items,Request,,Airdrop Request for [DECEA3]1 Forklift2Yellow [-],空投申请：[DECEA3]1 叉车2黄色[-]
airdrop_forklift2Yellow,entityclasses,Entity,,Airdrop,空投
questItem_forklift2Orange,items,Request,,Airdrop Request for [DECEA3]1 Forklift2Orange [-],空投申请：[DECEA3]1 叉车2橙色[-]
airdrop_forklift2Orange,entityclasses,Entity,,Airdrop,空投
questItem_forklift2Red,items,Request,,Airdrop Request for [DECEA3]1 Forklift2Red [-],空投申请：[DECEA3]1 叉车2红色[-]
airdrop_forklift2Red,entityclasses,Entity,,Airdrop,空投
questItem_forklift2White,items,Request,,Airdrop Request for [DECEA3]1 Forklift2White [-],空投申请：[DECEA3]1 叉车2白色[-]
airdrop_forklift2White,entityclasses,Entity,,Airdrop,空投
questItem_forkliftBlue,items,Request,,Airdrop Request for [DECEA3]1 Forklift Blue [-],空投申请：[DECEA3]1 叉车蓝色[-]
airdrop_forkliftBlue,entityclasses,Entity,,Airdrop,空投
questItem_forkliftGreen,items,Request,,Airdrop Request for [DECEA3]1 Forklift Green [-],空投申请：[DECEA3]1 叉车绿色[-]
airdrop_forkliftGreen,entityclasses,Entity,,Airdrop,空投
questItem_forkliftYellow,items,Request,,Airdrop Request for [DECEA3]1 Forklift Yellow [-],空投申请：[DECEA3]1 叉车黄色[-]
airdrop_forkliftYellow,entityclasses,Entity,,Airdrop,空投
questItem_forkliftOrange,items,Request,,Airdrop Request for [DECEA3]1 Forklift Orange [-],空投申请：[DECEA3]1 叉车橙色[-]
airdrop_forkliftOrange,entityclasses,Entity,,Airdrop,空投
questItem_forkliftRed,items,Request,,Airdrop Request for [DECEA3]1 Forklift Red [-],空投申请：[DECEA3]1 叉车红色[-]
airdrop_forkliftRed,entityclasses,Entity,,Airdrop,空投
questItem_forkliftWhite,items,Request,,Airdrop Request for [DECEA3]1 Forklift White [-],空投申请：[DECEA3]1 叉车白色[-]
airdrop_forkliftWhite,entityclasses,Entity,,Airdrop,空投
questItem_backhoeGrey,items,Request,,Airdrop Request for [DECEA3]1 Backhoe Grey [-],空投申请：[DECEA3]1 反铲挖掘机灰色[-]
airdrop_backhoeGrey,entityclasses,Entity,,Airdrop,空投
questItem_backhoeBlue,items,Request,,Airdrop Request for [DECEA3]1 Backhoe Blue [-],空投申请：[DECEA3]1 反铲挖掘机蓝色[-]
airdrop_backhoeBlue,entityclasses,Entity,,Airdrop,空投
questItem_backhoeGreen,items,Request,,Airdrop Request for [DECEA3]1 Backhoe Green [-],空投申请：[DECEA3]1 反铲挖掘机绿色[-]
airdrop_backhoeGreen,entityclasses,Entity,,Airdrop,空投
questItem_backhoeYellow,items,Request,,Airdrop Request for [DECEA3]1 Backhoe Yellow [-],空投申请：[DECEA3]1 反铲挖掘机黄色[-]
airdrop_backhoeYellow,entityclasses,Entity,,Airdrop,空投
questItem_backhoeOrange,items,Request,,Airdrop Request for [DECEA3]1 Backhoe Orange [-],空投申请：[DECEA3]1 反铲挖掘机橙色[-]
airdrop_backhoeOrange,entityclasses,Entity,,Airdrop,空投
questItem_backhoeRed,items,Request,,Airdrop Request for [DECEA3]1 Backhoe Red [-],空投申请：[DECEA3]1 反铲挖掘机红色[-]
airdrop_backhoeRed,entityclasses,Entity,,Airdrop,空投
questItem_backhoeWhite,items,Request,,Airdrop Request for [DECEA3]1 Backhoe White [-],空投申请：[DECEA3]1 反铲挖掘机白色[-]
airdrop_backhoeWhite,entityclasses,Entity,,Airdrop,空投
questItem_excavatorClawGrey,items,Request,,Airdrop Request for [DECEA3]1 Excavator Claw Grey [-],空投申请：[DECEA3]1 挖掘机抓斗灰色[-]
airdrop_excavatorClawGrey,entityclasses,Entity,,Airdrop,空投
