Key,Source,Context,Changes,English,French
perkTirelessnessRank2LongDesc,progression,Skills,,"Where there is perseverance, there is no room for fatigue. Stamina consumption when using a melee weapon or tool is reduced by [DECEA3]8%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]40%[-]","Là où il y a de la persévérance, il n’y a pas de place pour la fatigue. La consommation d'endurance lors de l'utilisation d'une arme ou d'un outil de mêlée est réduite de [DECEA3]8 %[-]. La récupération de votre réserve de force au repos est augmentée de [DECEA3]40%[-]"
perkTirelessnessRank3LongDesc,progression,Skills,,"You control when your second, third, and fourth wind kick in. Stamina cost when using melee weapons or tools is reduced by [DECEA3]12%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]60%[-]","Vous contrôlez le moment où vos deuxième, troisième et quatrième vents entrent en jeu. Le coût en endurance lors de l'utilisation d'armes ou d'outils de mêlée est réduit de [DECEA3]12 %[-]. La récupération de votre réserve de force au repos est augmentée de [DECEA3]60%[-]"
perkTirelessnessRank4LongDesc,progression,Skills,,Any hard work is a piece of cake for you. Stamina consumption when using melee weapons or tools is reduced by [DECEA3]16%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]80%[-],Tout travail acharné est un jeu d’enfant pour vous. La consommation d'endurance lors de l'utilisation d'armes ou d'outils de mêlée est réduite de [DECEA3]16 %[-]. La récupération de votre réserve de force au repos est augmentée de [DECEA3]80%[-]
perkTirelessnessRank5LongDesc,progression,Skills,,You are like steel - you do not know fatigue. Stamina consumption when using melee weapons or tools is reduced by [DECEA3]20%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]100%[-],Vous êtes comme l'acier - vous ne connaissez pas la fatigue. La consommation d'endurance lors de l'utilisation d'armes ou d'outils de mêlée est réduite de [DECEA3]20 %[-]. La récupération de votre réserve de force au repos est augmentée de [DECEA3]100%[-]
perkTirelessnessRank1Desc,progression,Skills,,Husband for an hour,Mari pendant une heure
perkTirelessnessRank2Desc,progression,Skills,,Hard work,Travail acharné
perkTirelessnessRank3Desc,progression,Skills,,Master of the Second Wind,Maître du Second Souffle
perkTirelessnessRank4Desc,progression,Skills,,Hard worker,Travailleur acharné
perkTirelessnessRank5Desc,progression,Skills,,Tireless,Infatigable
perkHeavyBurdenName,progression,perk,,Heavy Burden,Un lourd fardeau
perkHeavyBurdenDesc,progression,perk,,Learn to pack and transport any load. This will allow you to carry more items without consequences.,Apprenez à emballer et à transporter n’importe quelle charge. Cela vous permettra de transporter plus d'objets sans conséquences.
perkHeavyBurdenRank1LongDesc,progression,Skills,,"When you carry a lot of items often, you can't help but start saving space. You can carry [DECEA3]3[-] extra items without consequences.","Lorsque vous transportez souvent beaucoup d'objets, vous ne pouvez pas vous empêcher de commencer à économiser de l'espace. Vous pouvez transporter [DECEA3]3[-] objets supplémentaires sans conséquences."
perkHeavyBurdenRank2LongDesc,progression,Skills,,Fast and lots of it. You can carry [DECEA3]6[-] extra items without consequences.,Rapide et en grande quantité. Vous pouvez transporter [DECEA3]6[-] objets supplémentaires sans conséquences.
perkHeavyBurdenRank3LongDesc,progression,Skills,,"Boxes can take up a lot of space, but you know what to do with them. You can carry [DECEA3]9[-] extra items without consequences.","Les boîtes peuvent prendre beaucoup de place, mais vous savez quoi en faire. Vous pouvez transporter [DECEA3]9[-] objets supplémentaires sans conséquences."
perkHeavyBurdenRank4LongDesc,progression,Skills,,"The more you take, the less trips you have to make. You can carry [DECEA3]12[-] additional items without consequences.","Plus vous en prenez, moins vous devez faire de déplacements. Vous pouvez transporter [DECEA3]12[-] objets supplémentaires sans conséquences."
perkHeavyBurdenRank5LongDesc,progression,Skills,,You are great at optimizing your load. You can carry [DECEA3]15[-] extra items without consequences.,Vous êtes doué pour optimiser votre charge. Vous pouvez transporter [DECEA3]15[-] objets supplémentaires sans conséquences.
perkHeavyBurdenRank6LongDesc,progression,Skills,,"What doesn't fit in your hands, fits on your back. You can carry [DECEA3]18[-] additional items without consequences.",Ce qui ne rentre pas dans vos mains tient dans votre dos. Vous pouvez transporter [DECEA3]18[-] objets supplémentaires sans conséquences.
perkHeavyBurdenRank7LongDesc,progression,Skills,,Heavy loads are your calling. You can carry [DECEA3]21[-] additional items without consequences.,Les charges lourdes sont votre vocation. Vous pouvez transporter [DECEA3]21[-] objets supplémentaires sans conséquences.
perkHeavyBurdenRank8LongDesc,progression,Skills,,You have mastered the nesting doll principle for your loads. You can carry [DECEA3]24[-] additional items without consequences.,Vous maîtrisez le principe de la poupée gigogne pour vos chargements. Vous pouvez transporter [DECEA3]24[-] objets supplémentaires sans conséquences.
perkHeavyBurdenRank9LongDesc,progression,Skills,,"How to carry what is only carried by trucks - in your hands, back and shoulders. You can carry [DECEA3]27[-] additional items without consequences.","Comment transporter ce qui est uniquement transporté par les camions - dans les mains, le dos et les épaules. Vous pouvez transporter [DECEA3]27[-] objets supplémentaires sans conséquences."
perkHeavyBurdenRank10LongDesc,progression,Skills,,Everything ingenious is simple - take it and carry it! You can carry [DECEA3]30[-] additional items without consequences.,Tout ce qui est ingénieux est simple : prenez-le et emportez-le ! Vous pouvez transporter [DECEA3]30[-] objets supplémentaires sans conséquences.
perkHeavyBurdenRank1Desc,progression,Skills,,Messenger,Messager
perkHeavyBurdenRank2Desc,progression,Skills,,Errand boy,Garçon de courses
perkHeavyBurdenRank3Desc,progression,Skills,,Pizza delivery man,Livreur de pizza
perkHeavyBurdenRank4Desc,progression,Skills,,Courier,Courrier
perkHeavyBurdenRank5Desc,progression,Skills,,The best courier,Le meilleur coursier
perkHeavyBurdenRank6Desc,progression,Skills,,Cargo Specialist,Spécialiste du fret
perkHeavyBurdenRank7Desc,progression,Skills,,Cargo Master,Maître du fret
perkHeavyBurdenRank8Desc,progression,Skills,,Port loader,Chargeur portuaire
perkHeavyBurdenRank9Desc,progression,Skills,,Forwarder,Transitaire
perkHeavyBurdenRank10Desc,progression,Skills,,Genius of transportation,Génie du transport
skillResourceGatheringName,progression,Skills,,Resource gathering skills,Compétences en matière de collecte de ressources
perkStoneUpStoneName,progression,perk,,Stone Upon Stone,Pierre sur pierre
perkStoneUpStoneDesc,progression,perk,,A good miner can destroy a mountain. A super miner can change the world. By developing the skill you will increase the damage to blocks and the amount of resources obtained during mining.,"Un bon mineur peut détruire une montagne. Un super mineur peut changer le monde. En développant la compétence, vous augmenterez les dégâts causés aux blocs et la quantité de ressources obtenues lors de l'exploitation minière."
perkStoneUpStoneRank1LongDesc,progression,Skills,,Knock... knock... knock...\nBlock damage and resources gained from mining are increased by [DECEA3]10%[-],Toc... toc... toc...\nLes dégâts de blocage et les ressources gagnées grâce au minage sont augmentés de [DECEA3]10 %[-]
perkStoneUpStoneRank2LongDesc,progression,Skills,,Knock-knock-knock...\nBlock damage and resources gained from mining are increased by [DECEA3]20%[-],Toc-toc-toc...\nLes dégâts des blocs et les ressources obtenues grâce au minage sont augmentés de [DECEA3]20 %[-]
perkStoneUpStoneRank3LongDesc,progression,Skills,,The main thing is that nothing collapses after such extraction.\nBlock damage and resources gained from mining are increased by [DECEA3]30%[-],L'essentiel est que rien ne s'effondre après une telle extraction.\nLes dégâts des blocs et les ressources gagnées grâce à l'exploitation minière sont augmentés de [DECEA3]30 %[-]
perkStoneUpStoneRank4LongDesc,progression,Skills,,"You see not only rocks and stones, but also valuable resources in large quantities.\nBlock damage and resources gained from mining are increased by [DECEA3]40%[-]","Vous voyez non seulement des roches et des pierres, mais aussi des ressources précieuses en grande quantité.\nLes dégâts des blocs et les ressources gagnées grâce à l'exploitation minière sont augmentés de [DECEA3]40 %[-]"
perkStoneUpStoneRank5LongDesc,progression,Skills,,You intuitively feel deposits of valuable resources.\nBlock damage and resources gained from mining are increased by [DECEA3]50%[-],Vous ressentez intuitivement les gisements de ressources précieuses.\nLes dégâts des blocs et les ressources obtenues grâce à l'exploitation minière sont augmentés de [DECEA3]50 %[-]
perkStoneUpStoneRank6LongDesc,progression,Skills,,The mine is your second home.\nBlock damage and resources gained from mining are increased by [DECEA3]60%[-],La mine est votre deuxième maison.\nLes dégâts des blocs et les ressources gagnées grâce à l'exploitation minière sont augmentés de [DECEA3]60 %[-]
perkStoneUpStoneRank7LongDesc,progression,Skills,,Even the most ancient dwarfs can't mine that much.\nBlock damage and resources gained from mining are increased by [DECEA3]70%[-],Même les nains les plus anciens ne peuvent pas exploiter autant.\nLes dégâts de blocage et les ressources gagnées grâce à l'exploitation minière sont augmentés de [DECEA3]70 %[-]
perkStoneUpStoneRank8LongDesc,progression,Skills,,KNOCK-k-k... KNOCK-k-k... KNOCK-k-k...\nBlock damage and resources gained from mining are increased by [DECEA3]80%[-],KNOCK-k-k... KNOCK-k-k... KNOCK-k-k...\nLes dégâts des blocs et les ressources gagnées grâce à l'exploitation minière sont augmentés de [DECEA3]80 %[-]
perkStoneUpStoneRank9LongDesc,progression,Skills,,Any amount of ore is not a problem for you.\nBlock damage and resources gained from mining are increased by [DECEA3]90%[-],N'importe quelle quantité de minerai n'est pas un problème pour vous.\nLes dégâts de blocage et les ressources gagnées grâce à l'exploitation minière sont augmentés de [DECEA3]90 %[-]
perkStoneUpStoneRank10LongDesc,progression,Skills,,"A smart person won't go up a mountain, a smart person will go around a mountain. A super miner won't go up a mountain, he'll smash it.\nBlock damage and resources gained from mining are increased by [DECEA3]100%[-]","Une personne intelligente ne gravira pas une montagne, une personne intelligente en fera le tour. Un super mineur ne gravira pas une montagne, il la brisera.\nLes dégâts de bloc et les ressources gagnées grâce au minage sont augmentés de [DECEA3]100 %[-]"
perkStoneUpStoneRank1Desc,progression,Skills,,The Dolt,L'idiot
perkStoneUpStoneRank2Desc,progression,Skills,,Rock crusher,Concasseur de roche
perkStoneUpStoneRank3Desc,progression,Skills,,Mining Master,Maître des mines
perkStoneUpStoneRank4Desc,progression,Skills,,The owner of the mine,Le propriétaire de la mine
perkStoneUpStoneRank5Desc,progression,Skills,,Ore miner,Mineur de minerai
perkStoneUpStoneRank6Desc,progression,Skills,,Miner,Mineur
perkStoneUpStoneRank7Desc,progression,Skills,,The Stubborn Dwarf,Le nain têtu
perkStoneUpStoneRank8Desc,progression,Skills,,Mountain Destroyer,Destructeur de montagnes
perkStoneUpStoneRank9Desc,progression,Skills,,Best Miner,Meilleur mineur
perkStoneUpStoneRank10Desc,progression,Skills,,Super Miner,Super mineur
perkRecyclingName,progression,perk,,Recycling,Recyclage
perkRecyclingDesc,progression,perk,,With detailed processing you get more useful resources. The problem with spare parts will solve itself.,"Avec un traitement détaillé, vous obtenez des ressources plus utiles. Le problème des pièces de rechange se résoudra de lui-même."
perkRecyclingRank1LongDesc,progression,Skills,,"If you remember how to assemble, then disassembling is easy.\nDisassembly speed and resources received increased by [DECEA3]10%[-]","Si vous vous souvenez comment assembler, le démontage est facile.\nVitesse de démontage et ressources reçues augmentées de [DECEA3]10 %[-]"
perkRecyclingRank2LongDesc,progression,Skills,,Breaking is not building. Taking apart is not assembling.\nDisassembly speed and resources received increased by [DECEA3]20%[-],Briser n’est pas construire. Démonter n'est pas assembler.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]20 %[-]
perkRecyclingRank3LongDesc,progression,Skills,,"It seems like trash, but it also seems like it's not.\nDisassembly speed and resources received increased by [DECEA3]30%[-]. You get an additional [DECEA3]1[-] alloy when dismantling cars.","Cela ressemble à une poubelle, mais il semble aussi que ce ne soit pas le cas.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]30 %[-]. Vous obtenez un alliage [DECEA3]1[-] supplémentaire lors du démontage des voitures."
perkRecyclingRank4LongDesc,progression,Skills,,Your desire to take everything apart allows you to get more than ordinary workers get.\nDisassembly speed and resources received increased by [DECEA3]40%[-]. You get an additional [DECEA3]1[-] alloy when dismantling cars.,Votre désir de tout démonter vous permet d'obtenir plus que ce que les travailleurs ordinaires obtiennent.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]40 %[-]. Vous obtenez un alliage [DECEA3]1[-] supplémentaire lors du démontage des voitures.
perkRecyclingRank5LongDesc,progression,Skills,,"Assembly line at the factory, almost the same as the dismantling line in the wasteland.\nDisassembly speed and resources received increased by [DECEA3]50%[-]. You get an additional [DECEA3]2[-] alloy when dismantling cars.","Chaîne d'assemblage à l'usine, presque la même que la chaîne de démontage dans les friches.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]50 %[-]. Vous obtenez un alliage [DECEA3]2[-] supplémentaire lors du démontage des voitures."
perkRecyclingRank6LongDesc,progression,Skills,,These guys don't have spare parts.\nDisassembly speed and resources received increased by [DECEA3]60%[-]. You get an additional [DECEA3]2[-] alloy when dismantling cars.,Ces gars n'ont pas de pièces de rechange.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]60 %[-]. Vous obtenez un alliage [DECEA3]2[-] supplémentaire lors du démontage des voitures.
perkRecyclingRank7LongDesc,progression,Skills,,"Don't feed me bread, give me something to figure out.\nDisassembly speed and resources received increased by [DECEA3]70%[-]. You get an additional [DECEA3]3[-] alloy when dismantling cars.","Ne me donnez pas de pain, donnez-moi quelque chose à comprendre.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]70 %[-]. Vous obtenez un alliage [DECEA3]3[-] supplémentaire lors du démontage des voitures."
perkRecyclingRank8LongDesc,progression,Skills,,For those who consider trash to be treasures.\nDisassembly speed and resources received increased by [DECEA3]80%[-]. You get an additional [DECEA3]3[-] alloy when dismantling cars.,Pour ceux qui considèrent les déchets comme des trésors.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]80 %[-]. Vous obtenez un alliage [DECEA3]3[-] supplémentaire lors du démontage des voitures.
perkRecyclingRank9LongDesc,progression,Skills,,You are an expert in dismantling almost anything.\nDisassembly speed and resources received increased by [DECEA3]90%[-]. You get an additional [DECEA3]4[-] alloy when dismantling cars.,Vous êtes un expert dans le démontage de presque tout.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]90 %[-]. Vous obtenez un alliage [DECEA3]4[-] supplémentaire lors du démontage des voitures.
perkRecyclingRank10LongDesc,progression,Skills,,A super master always knows how to turn trash into treasure. And vice versa.\nDisassembly speed and resources received increased by [DECEA3]100%[-]. You get an additional [DECEA3]4[-] alloy when dismantling cars.,Un super maître sait toujours transformer les déchets en trésor. Et vice versa.\nLa vitesse de démontage et les ressources reçues ont augmenté de [DECEA3]100 %[-]. Vous obtenez un alliage [DECEA3]4[-] supplémentaire lors du démontage des voitures.
perkRecyclingRank1Desc,progression,Skills,,Assembler,Assembleur
perkRecyclingRank2Desc,progression,Skills,,Dismantler,Démonteur
perkRecyclingRank3Desc,progression,Skills,,Garbage collector,Éboueur
perkRecyclingRank4Desc,progression,Skills,,Lover of disassembling,Amateur de démontage
perkRecyclingRank5Desc,progression,Skills,,Workshop worker,Ouvrier d'atelier
perkRecyclingRank6Desc,progression,Skills,,IKEA Master,Maître IKEA
perkRecyclingRank7Desc,progression,Skills,,Fan of analysis,Fan d’analyse
perkRecyclingRank8Desc,progression,Skills,,Scavenger,Charognard
perkRecyclingRank9Desc,progression,Skills,,Expert Disassembler,Démonteur expert
perkRecyclingRank10Desc,progression,Skills,,Super Disassembler,Super désassembleur
perkMeatFeastName,progression,perk,,Meat Feast,Fête de la viande
perkMeatFeastDesc,progression,perk,,"Rabbits are not only valuable fur, but also 1, 10 or even 76.3 kilograms of delicious meat. It all depends on where you found this rabbit. Learn to skillfully handle a knife or tool when cutting up animal carcasses. This will allow you to get more useful resources.","Les lapins ne contiennent pas seulement une fourrure précieuse, mais aussi 1, 10 ou même 76,3 kilogrammes de viande délicieuse. Tout dépend de l'endroit où vous avez trouvé ce lapin. Apprenez à manier habilement un couteau ou un outil lors du découpage des carcasses d’animaux. Cela vous permettra d'obtenir des ressources plus utiles."
perkMeatFeastRank1LongDesc,progression,Skills,,"If you cut around the edges, you can make excellent shawarma. Resources obtained when cutting up animal carcasses increased by [DECEA3]10%[-], mutation samples increased by [DECEA3]5%[-].","Si vous coupez sur les bords, vous pouvez faire un excellent shawarma. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]10%[-], les échantillons de mutations ont augmenté de [DECEA3]5%[-]."
perkMeatFeastRank2LongDesc,progression,Skills,,"Butchering small animals is your main profession. Resources obtained when cutting up animal carcasses increased by [DECEA3]20%[-], mutation samples increased by [DECEA3]10%[-].","Le dépeçage de petits animaux est votre métier principal. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]20%[-], les échantillons de mutations ont augmenté de [DECEA3]10%[-]."
perkMeatFeastRank3LongDesc,progression,Skills,,"With animals it's almost like with fish, only there's more blood. Resources obtained when cutting up animal carcasses increased by [DECEA3]30%[-], mutation samples increased by [DECEA3]15%[-].","Avec les animaux, c'est presque comme avec les poissons, sauf qu'il y a plus de sang. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]30%[-], les échantillons de mutations ont augmenté de [DECEA3]15%[-]."
perkMeatFeastRank4LongDesc,progression,Skills,,"You know very well how to get the maximum amount of meat when cutting up a carcass. Not necessarily animals. Resources obtained when cutting up animal carcasses increased by [DECEA3]40%[-], mutation samples increased by [DECEA3]20%[-].","Vous savez très bien comment obtenir le maximum de viande lors du découpage d'une carcasse. Pas nécessairement des animaux. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]40%[-], les échantillons de mutations ont augmenté de [DECEA3]20%[-]."
perkMeatFeastRank5LongDesc,progression,Skills,,"In a slaughterhouse, such specialists are vital. Resources obtained when cutting up animal carcasses increased by [DECEA3]50%[-], mutation samples increased by [DECEA3]25%[-].","Dans un abattoir, ces spécialistes sont indispensables. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]50%[-], les échantillons de mutations ont augmenté de [DECEA3]25%[-]."
perkMeatFeastRank6LongDesc,progression,Skills,,"A true connoisseur of delicacies. Resources obtained when cutting up animal carcasses increased by [DECEA3]60%[-], mutation samples increased by [DECEA3]30%[-].","Un vrai connaisseur de gourmandises. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]60%[-], les échantillons de mutations ont augmenté de [DECEA3]30%[-]."
perkMeatFeastRank7LongDesc,progression,Skills,,"Everything piece by piece. Resources obtained when cutting up animal carcasses increased by [DECEA3]70%[-], mutation samples increased by [DECEA3]35%[-].","Tout pièce par pièce. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]70%[-], les échantillons de mutations ont augmenté de [DECEA3]35%[-]."
perkMeatFeastRank8LongDesc,progression,Skills,,"Always wondering what's inside? Resources obtained when cutting up animal carcasses increased by [DECEA3]80%[-], mutation samples increased by [DECEA3]40%[-].","Vous vous demandez toujours ce qu'il y a à l'intérieur ? Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]80%[-], les échantillons de mutations ont augmenté de [DECEA3]40%[-]."
perkMeatFeastRank9LongDesc,progression,Skills,,"You like fatter carcasses. Resources obtained when cutting up animal carcasses increased by [DECEA3]90%[-], mutation samples increased by [DECEA3]45%[-].","Vous aimez les carcasses plus grasses. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]90%[-], les échantillons de mutations ont augmenté de [DECEA3]45%[-]."
perkMeatFeastRank10LongDesc,progression,Skills,,"The super butcher takes everything from life. What can we say about the carcasses he butchers. Resources obtained when cutting up animal carcasses increased by [DECEA3]100%[-], mutation samples increased by [DECEA3]50%[-].","Le super boucher prend tout de la vie. Que dire des carcasses qu'il découpe. Les ressources obtenues lors du découpage des carcasses d'animaux ont augmenté de [DECEA3]100 %[-], les échantillons de mutations ont augmenté de [DECEA3]50 %[-]."
perkMeatFeastRank1Desc,progression,Skills,,Food court worker,Employé de l'aire de restauration
perkMeatFeastRank2Desc,progression,Skills,,Junior Chef,Chef junior
perkMeatFeastRank3Desc,progression,Skills,,Sushi master,Maître des sushis
perkMeatFeastRank4Desc,progression,Skills,,Head Chef,Chef de cuisine
perkMeatFeastRank5Desc,progression,Skills,,Farm Butcher,Boucher de ferme
perkMeatFeastRank6Desc,progression,Skills,,Chef,Cuisinier
perkMeatFeastRank7Desc,progression,Skills,,Cutter,Coupeur
perkMeatFeastRank8Desc,progression,Skills,,Ripper,Éventreur
perkMeatFeastRank9Desc,progression,Skills,,Master Butcher,Maître Boucher
perkMeatFeastRank10Desc,progression,Skills,,Super Butcher,Super boucher
perkGoodSowingName,progression,perk,,Good Sowing,Bon semis
perkGoodSowingDesc,progression,perk,,Good sowing is the key to a good harvest. The teacher sows correctly and then you will have something to collect. Increases the amount of resources collected and gives a chance to get additional seeds when collecting.,Un bon semis est la clé d’une bonne récolte. Le professeur sème correctement et vous aurez alors quelque chose à récolter. Augmente la quantité de ressources collectées et donne la possibilité d'obtenir des graines supplémentaires lors de la collecte.
perkGoodSowingRank1LongDesc,progression,Skills,,"A garden won't be beautiful without effort.\nWhen harvesting, you get [DECEA3]1[-] extra seed. Reduces the number of plants required to create seedlings and fertilizers at the hydroponic station.","Un jardin ne sera pas beau sans effort.\nLors de la récolte, vous obtenez [DECEA3]1[-] graines supplémentaires. Réduit le nombre de plantes nécessaires pour créer des semis et des engrais à la station hydroponique."
perkGoodSowingRank2LongDesc,progression,Skills,,"The garden is your second home.\nWhen harvesting, you get [DECEA3]1[-] extra seed and [DECEA3]1[-] extra resource. The chance to find seeds is increased by [DECEA3]10%[-]\nYou can replant plants bred through normal selection.\nReduces the number of plants and fertilizers required to create seedlings and fertilizers at the hydroponic station.","Le jardin est votre deuxième maison.\nLors de la récolte, vous obtenez [DECEA3]1[-] graines supplémentaires et [DECEA3]1[-] ressources supplémentaires. Les chances de trouver des graines sont augmentées de [DECEA3]10 %[-]\nVous pouvez replanter des plantes issues d'une sélection normale.\nRéduit le nombre de plantes et d'engrais requis pour créer des semis et des engrais à la station hydroponique."
perkGoodSowingRank3LongDesc,progression,Skills,,"You have mastered the art of farming.\nWhen harvesting, you get [DECEA3]1[-] extra seed and [DECEA3]2[-] extra resources. The chance to find seeds is increased by [DECEA3]20%[-]\nYou can replant plants bred through normal or advanced selection.\nReduces the number of plants and fertilizers required to create seedlings and fertilizers at the hydroponic station.","Vous maîtrisez l'art de l'agriculture.\nLors de la récolte, vous obtenez [DECEA3]1[-] graines supplémentaires et [DECEA3]2[-] ressources supplémentaires. Les chances de trouver des graines sont augmentées de [DECEA3]20 %[-]\nVous pouvez replanter des plantes sélectionnées via une sélection normale ou avancée.\nRéduit le nombre de plantes et d'engrais nécessaires pour créer des semis et des engrais à la station hydroponique."
perkGoodSowingRank1Desc,progression,Skills,,Gardener,Jardinier
perkGoodSowingRank2Desc,progression,Skills,,Fanatic of the gardens,Fanatique des jardins
perkGoodSowingRank3Desc,progression,Skills,,Farmer from God,Fermier de Dieu
skillArmorName,progression,Skills,,Armor skills,Compétences d'armure
perkArmorLightName,progression,perk,,Light Armor,Armure légère
perkArmorLightDesc,progression,perk,,"True connoisseurs of light armor can always adjust it to suit themselves. By improving the skill, you increase mobility and cooldown speed, as well as reduce damage when running in a full set of light armor.","Les vrais connaisseurs d’armures légères peuvent toujours l’ajuster à leur convenance. En améliorant la compétence, vous augmentez la mobilité et la vitesse de recharge, ainsi que réduisez les dégâts lorsque vous courez avec un ensemble complet d'armure légère."
perkArmorLightRank1LongDesc,progression,Skills,,"You are an amateur of light armor.\nWhile wearing a full set of light armor, your mobility is increased by [DECEA3]3%[-], weapon reload speed is increased by [DECEA3]5%[-], damage taken while running is reduced by [DECEA3]5%[-], and weapon breakdown rate is decreased by [DECEA3]10%[-]","Vous êtes un amateur d'armures légères.\nLorsque vous portez un ensemble complet d'armures légères, votre mobilité est augmentée de [DECEA3]3 %[-], la vitesse de rechargement des armes est augmentée de [DECEA3]5%[-], les dégâts subis en courant sont réduits de [DECEA3]5%[-] et le taux de panne des armes est réduit de [DECEA3]10%[-]"
perkArmorLightRank2LongDesc,progression,Skills,,"You are a fan of light armor.\nWhile wearing a full set of light armor, your mobility is increased by [DECEA3]6%[-], weapon reload speed is increased by [DECEA3]10%[-], damage taken while running is reduced by [DECEA3]10%[-], and weapon breakdown rate is decreased by [DECEA3]20%[-]","Vous êtes un fan des armures légères.\nLorsque vous portez un ensemble complet d'armures légères, votre mobilité est augmentée de [DECEA3]6 %[-], la vitesse de rechargement des armes est augmentée de [DECEA3]10%[-], les dégâts subis en courant sont réduits de [DECEA3]10%[-] et le taux de panne des armes est réduit de [DECEA3]20%[-]"
perkArmorLightRank3LongDesc,progression,Skills,,"You are a pro of light armor.\nWhile wearing a full set of light armor, your mobility is increased by [DECEA3]9%[-], weapon reload speed is increased by [DECEA3]15%[-], damage taken while running is reduced by [DECEA3]15%[-], and weapon breakdown rate is decreased by [DECEA3]30%[-]","Vous êtes un pro des armures légères.\nLorsque vous portez un ensemble complet d'armures légères, votre mobilité est augmentée de [DECEA3]9 %[-], la vitesse de rechargement des armes est augmentée de [DECEA3]15%[-], les dégâts subis en courant sont réduits de [DECEA3]15%[-] et le taux de panne des armes est réduit de [DECEA3]30%[-]"
perkArmorLightRank4LongDesc,progression,Skills,,"You are an expert in light armor.\nWhile wearing a full set of light armor, your mobility is increased by [DECEA3]12%[-], weapon reload speed is increased by [DECEA3]20%[-], damage taken while running is reduced by [DECEA3]20%[-], and weapon breakdown rate is decreased by [DECEA3]40%[-]","Vous êtes un expert en armure légère.\nLorsque vous portez un ensemble complet d'armures légères, votre mobilité est augmentée de [DECEA3]12 %[-], la vitesse de rechargement des armes est augmentée de [DECEA3]20%[-], les dégâts subis en courant sont réduits de [DECEA3]20%[-] et le taux de panne des armes est réduit de [DECEA3]40%[-]"
perkArmorLightRank5LongDesc,progression,Skills,,"You are a master of light armor.\nWhile wearing a full set of light armor, your mobility is increased by [DECEA3]15%[-], weapon reload speed is increased by [DECEA3]25%[-], damage taken while running is reduced by [DECEA3]25%[-], and weapon breakdown rate is decreased by [DECEA3]50%[-]","Vous êtes un maître de l'armure légère.\nLorsque vous portez un ensemble complet d'armures légères, votre mobilité est augmentée de [DECEA3]15 %[-], la vitesse de rechargement des armes est augmentée de [DECEA3]25%[-], les dégâts subis en courant sont réduits de [DECEA3]25%[-] et le taux de panne des armes est réduit de [DECEA3]50%[-]"
perkArmorLightRank1Desc,progression,Skills,,Amateur,Amateur
perkArmorLightRank2Desc,progression,Skills,,Fan,Ventilateur
perkArmorLightRank3Desc,progression,Skills,,Pro,Pro
perkArmorLightRank4Desc,progression,Skills,,Expert,Expert
perkArmorLightRank5Desc,progression,Skills,,Master,Maître
perkArmorMediumName,progression,perk,,Medium Armor,Armure moyenne
perkArmorMediumDesc,progression,perk,,"True connoisseurs of medium armor can always adjust it to suit themselves. By improving your skill while wearing a full set, you are better at handling ranged weapons, which increases their damage. Also, if you don't run, the spread of weapons decreases and there is a chance to dodge an enemy attack without taking physical damage.","Les vrais connaisseurs d’armures moyennes peuvent toujours l’ajuster à leur convenance. En améliorant vos compétences tout en portant un ensemble complet, vous maîtrisez mieux les armes à distance, ce qui augmente leurs dégâts. De plus, si vous ne courez pas, la répartition des armes diminue et il est possible d'esquiver une attaque ennemie sans subir de dégâts physiques."
