Key,Source,Context,Changes,English,Brazilian
perkForestTimerRank4Desc,progression,Skills,,Survive in the forest for 6 hours,Sobreviva na floresta por 6 horas
perkForestTimerRank4LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]4%[-], Wood production increased by [DECEA3]12%[-], Clay production increased by [DECEA3]12%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BÔNUS FLORESTAS:[-]\nA experiência adquirida na floresta aumentou em [DECEA3]4%[-], a produção de madeira aumentou em [DECEA3]12%[-], a produção de argila aumentou em [DECEA3]12%[-], o dano a todos os zumbis aumentou em [DECEA3]12%[-]"
perkForestTimerRank5Desc,progression,Skills,,Survive in the forest for 8 hours,Sobreviva na floresta por 8 horas
perkForestTimerRank5LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]5%[-], Wood production increased by [DECEA3]15%[-], Clay production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BÔNUS FLORESTAS:[-]\nA experiência adquirida na floresta aumentou em [DECEA3]5%[-], a produção de madeira aumentou em [DECEA3]15%[-], a produção de argila aumentou em [DECEA3]15%[-], o dano a todos os zumbis aumentou em [DECEA3]15%[-]"
perkForestTimerRank6Desc,progression,Skills,,Survive in the forest for 10 hours,Sobreviva na floresta por 10 horas
perkForestTimerRank6LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]6%[-], Wood production increased by [DECEA3]18%[-], Clay production increased by [DECEA3]18%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BÔNUS FLORESTAS:[-]\nA experiência adquirida na floresta aumentou em [DECEA3]6%[-], a produção de madeira aumentou em [DECEA3]18%[-], a produção de argila aumentou em [DECEA3]18%[-], o dano a todos os zumbis aumentou em [DECEA3]18%[-]"
perkForestTimerRank7Desc,progression,Skills,,Survive in the forest for 12 hours,Sobreviva na floresta por 12 horas
perkForestTimerRank7LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]7%[-], Wood production increased by [DECEA3]21%[-], Clay production increased by [DECEA3]21%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BÔNUS FLORESTAS:[-]\nA experiência adquirida na floresta aumentou em [DECEA3]7%[-], a produção de madeira aumentou em [DECEA3]21%[-], a produção de argila aumentou em [DECEA3]21%[-], o dano a todos os zumbis aumentou em [DECEA3]21%[-]"
perkForestTimerRank8Desc,progression,Skills,,Survive in the forest for 16 hours,Sobreviva na floresta por 16 horas
perkForestTimerRank8LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]8%[-], Wood production increased by [DECEA3]24%[-], Clay production increased by [DECEA3]24%[-], Damage to all zombies increased by [DECEA3]24%[-]","[DECEA3]BÔNUS FLORESTAS:[-]\nA experiência adquirida na floresta aumentou em [DECEA3]8%[-], a produção de madeira aumentou em [DECEA3]24%[-], a produção de argila aumentou em [DECEA3]24%[-], o dano a todos os zumbis aumentou em [DECEA3]24%[-]"
perkForestTimerRank9Desc,progression,Skills,,Survive in the forest for 20 hours,Sobreviva na floresta por 20 horas
perkForestTimerRank9LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]9%[-], Wood production increased by [DECEA3]27%[-], Clay production increased by [DECEA3]27%[-], Damage to all zombies increased by [DECEA3]27%[-]","[DECEA3]BÔNUS FLORESTAS:[-]\nA experiência adquirida na floresta aumentou em [DECEA3]9%[-], a produção de madeira aumentou em [DECEA3]27%[-], a produção de argila aumentou em [DECEA3]27%[-], o dano a todos os zumbis aumentou em [DECEA3]27%[-]"
perkForestTimerRank10Desc,progression,Skills,,Survive in the forest for 25 hours,Sobreviva na floresta por 25 horas
perkForestTimerRank10LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]10%[-], Wood production increased by [DECEA3]30%[-], Clay production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FORESTER[-]\nIncreases the amount of honey obtained by [DECEA3]2[-] times, and also increases the amount of resources when cutting animals by [DECEA3]50%[-]","[DECEA3]BÔNUS DE FLORESTA:[-]\nExperiência adquirida na floresta aumentada em [DECEA3]10%[-], Produção de madeira aumentada em [DECEA3]30%[-], Produção de argila aumentada em [DECEA3]30%[-], Dano a todos os zumbis aumentado em [DECEA3]30%[-]\n\n[DECEA3]Habilidade bônus (em todos os lugares)[-] [FFB800]FORESTER[-]\nAumenta a quantidade de mel obtida em [DECEA3]2[-] vezes, e também aumenta a quantidade de recursos ao cortar animais em [DECEA3]50%[-]"
perkBurntTimerName,progression,perk,,Burnt,Queimado
perkBurntTimerDesc,progression,perk,,"It's not easy to get used to constant smoke. But it's only a matter of time.\nThe more time you spend in the burnt biome, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]","Não é fácil se acostumar com a fumaça constante. Mas é apenas uma questão de tempo.\nQuanto mais tempo você passa no bioma queimado, mais fácil será sobreviver lá.\n\n[DECEA3]Agora: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]"
Burnt_LevelUP,UI,Tooltip,,Increased passive skill: Burnt,Habilidade passiva aumentada: Queimado
reqPerkBurnt01,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 1,{cvar(TimerBurnt_HH:0)} de 1
reqPerkBurnt02,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 2,{cvar(TimerBurnt_HH:0)} de 2
reqPerkBurnt03,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 4,{cvar(TimerBurnt_HH:0)} de 4
reqPerkBurnt04,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 6,{cvar(TimerBurnt_HH:0)} de 6
reqPerkBurnt05,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 8,{cvar(TimerBurnt_HH:0)} de 8
reqPerkBurnt06,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 10,{cvar(TimerBurnt_HH:0)} de 10
reqPerkBurnt07,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 12,{cvar(TimerBurnt_HH:0)} de 12
reqPerkBurnt08,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 16,{cvar(TimerBurnt_HH:0)} de 16
reqPerkBurnt09,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 20,{cvar(TimerBurnt_HH:0)} de 20
reqPerkBurnt10,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 25,{cvar(TimerBurnt_HH:0)} de 25
perkBurntTimerRank1Desc,progression,Skills,,Survive in the burnt biome for 1 hour,Sobreviva no bioma queimado por 1 hora
perkBurntTimerRank1LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]1%[-], Potassium Nitrate production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]1%[-], a produção de nitrato de potássio aumentou em [DECEA3]5%[-], o dano a todos os zumbis aumentou em [DECEA3]3%[-]"
perkBurntTimerRank2Desc,progression,Skills,,Survive in the burnt biome for 2 hours,Sobreviva no bioma queimado por 2 horas
perkBurntTimerRank2LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]2%[-], Potassium Nitrate production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]2%[-], a produção de nitrato de potássio aumentou em [DECEA3]10%[-], o dano a todos os zumbis aumentou em [DECEA3]6%[-]"
perkBurntTimerRank3Desc,progression,Skills,,Survive in the burnt biome for 4 hours,Sobreviva no bioma queimado por 4 horas
perkBurntTimerRank3LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]3%[-], Potassium Nitrate production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]3%[-], a produção de nitrato de potássio aumentou em [DECEA3]15%[-], o dano a todos os zumbis aumentou em [DECEA3]9%[-]"
perkBurntTimerRank4Desc,progression,Skills,,Survive in the burnt biome for 6 hours,Sobreviva no bioma queimado por 6 horas
perkBurntTimerRank4LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]4%[-], Potassium Nitrate production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]4%[-], a produção de nitrato de potássio aumentou em [DECEA3]20%[-], o dano a todos os zumbis aumentou em [DECEA3]12%[-]"
perkBurntTimerRank5Desc,progression,Skills,,Survive in the burnt biome for 8 hours,Sobreviva no bioma queimado por 8 horas
perkBurntTimerRank5LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]5%[-], Potassium Nitrate production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]5%[-], a produção de nitrato de potássio aumentou em [DECEA3]25%[-], o dano a todos os zumbis aumentou em [DECEA3]15%[-]"
perkBurntTimerRank6Desc,progression,Skills,,Survive in the burnt biome for 10 hours,Sobreviva no bioma queimado por 10 horas
perkBurntTimerRank6LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]6%[-], Potassium Nitrate production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]6%[-], a produção de nitrato de potássio aumentou em [DECEA3]30%[-], o dano a todos os zumbis aumentou em [DECEA3]18%[-]"
perkBurntTimerRank7Desc,progression,Skills,,Survive in the burnt biome for 12 hours,Sobreviva no bioma queimado por 12 horas
perkBurntTimerRank7LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]7%[-], Potassium Nitrate production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nA experiência adquirida no bioma queimado aumentou em [DECEA3]7%[-], a produção de nitrato de potássio aumentou em [DECEA3]35%[-], o dano a todos os zumbis aumentou em [DECEA3]21%[-]"
perkBurntTimerRank8Desc,progression,Skills,,Survive in the burnt biome for 16 hours,Sobreviva no bioma queimado por 16 horas
perkBurntTimerRank8LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]8%[-], Potassium Nitrate production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nExperiência adquirida no bioma queimado aumentada em [DECEA3]8%[-], produção de nitrato de potássio aumentada em [DECEA3]40%[-], dano a todos os zumbis aumentado em [DECEA3]24%[-], dano a minibosses aumentado em [DECEA3]10%[-]"
perkBurntTimerRank9Desc,progression,Skills,,Survive in the burnt biome for 20 hours,Sobreviva no bioma queimado por 20 horas
perkBurntTimerRank9LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]9%[-], Potassium Nitrate production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nExperiência adquirida no bioma queimado aumentada em [DECEA3]9%[-], produção de nitrato de potássio aumentada em [DECEA3]45%[-], dano a todos os zumbis aumentado em [DECEA3]27%[-], dano a minibosses aumentado em [DECEA3]20%[-]"
perkBurntTimerRank10Desc,progression,Skills,,Survive in the burnt biome for 25 hours,Sobreviva no bioma queimado por 25 horas
perkBurntTimerRank10LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]10%[-], Potassium Nitrate production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FIRE RESISTANCE[-]\nGrants immunity to burning and the «Hellfire» effect from minibosses","[DECEA3]BÔNUS DO BIOME QUEIMADO:[-]\nExperiência adquirida no bioma queimado aumentada em [DECEA3]10%[-], produção de nitrato de potássio aumentada em [DECEA3]50%[-], dano a todos os zumbis aumentado em [DECEA3]30%[-], dano a minibosses aumentado em [DECEA3]30%[-]\n\n[DECEA3]Habilidade bônus (em todos os lugares)[-] [FFB800]RESISTÊNCIA AO FOGO[-]\nConcede imunidade a queimaduras e ao efeito «Fogo do Inferno» de minibosses"
perkDesertTimerName,progression,perk,,Desert,Deserto
perkDesertTimerDesc,progression,perk,,"It's not easy to get used to this heat. But it's only a matter of time.\nThe more time you spend in the desert, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerDesert_HH:0)}h {cvar(TimerDesert_MM:0)}m[-]","Não é fácil se acostumar com esse calor. Mas é apenas uma questão de tempo.\nQuanto mais tempo você passa no deserto, mais fácil será sobreviver lá.\n\n[DECEA3]Agora: {cvar(TimerDesert_HH:0)}h {cvar(TimerDesert_MM:0)}m[-]"
Desert_LevelUP,UI,Tooltip,,Increased passive skill: Desert,Habilidade passiva aumentada: Deserto
reqPerkDesert01,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 1,{cvar(TimerDesert_HH:0)} de 1
reqPerkDesert02,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 2,{cvar(TimerDesert_HH:0)} de 2
reqPerkDesert03,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 4,{cvar(TimerDesert_HH:0)} de 4
reqPerkDesert04,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 6,{cvar(TimerDesert_HH:0)} de 6
reqPerkDesert05,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 8,{cvar(TimerDesert_HH:0)} de 8
reqPerkDesert06,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 10,{cvar(TimerDesert_HH:0)} de 10
reqPerkDesert07,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 12,{cvar(TimerDesert_HH:0)} de 12
reqPerkDesert08,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 16,{cvar(TimerDesert_HH:0)} de 16
reqPerkDesert09,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 20,{cvar(TimerDesert_HH:0)} de 20
reqPerkDesert10,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 25,{cvar(TimerDesert_HH:0)} de 25
perkDesertTimerRank1Desc,progression,Skills,,Survive in the desert for 1 hour,Sobreviva no deserto por 1 hora
perkDesertTimerRank1LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]1%[-], Iron and shale production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]1%[-], Produção de ferro e xisto aumentada em [DECEA3]5%[-], Dano a todos os zumbis aumentado em [DECEA3]3%[-]"
perkDesertTimerRank2Desc,progression,Skills,,Survive in the desert for 2 hours,Sobreviva no deserto por 2 horas
perkDesertTimerRank2LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]2%[-], Iron and shale production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]2%[-], Produção de ferro e xisto aumentada em [DECEA3]10%[-], Dano a todos os zumbis aumentado em [DECEA3]6%[-]"
perkDesertTimerRank3Desc,progression,Skills,,Survive in the desert for 4 hours,Sobreviva no deserto por 4 horas
perkDesertTimerRank3LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]3%[-], Iron and shale production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]3%[-], Produção de ferro e xisto aumentada em [DECEA3]15%[-], Dano a todos os zumbis aumentado em [DECEA3]9%[-]"
perkDesertTimerRank4Desc,progression,Skills,,Survive in the desert for 6 hours,Sobreviva no deserto por 6 horas
perkDesertTimerRank4LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]4%[-], Iron and shale production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]4%[-], Produção de ferro e xisto aumentada em [DECEA3]20%[-], Dano a todos os zumbis aumentado em [DECEA3]12%[-]"
perkDesertTimerRank5Desc,progression,Skills,,Survive in the desert for 8 hours,Sobreviva no deserto por 8 horas
perkDesertTimerRank5LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]5%[-], Iron and shale production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]5%[-], Produção de ferro e xisto aumentada em [DECEA3]25%[-], Dano a todos os zumbis aumentado em [DECEA3]15%[-]"
perkDesertTimerRank6Desc,progression,Skills,,Survive in the desert for 10 hours,Sobreviva no deserto por 10 horas
perkDesertTimerRank6LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]6%[-], Iron and shale production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]6%[-], Produção de ferro e xisto aumentada em [DECEA3]30%[-], Dano a todos os zumbis aumentado em [DECEA3]18%[-]"
perkDesertTimerRank7Desc,progression,Skills,,Survive in the desert for 12 hours,Sobreviva no deserto por 12 horas
perkDesertTimerRank7LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]7%[-], Iron and shale production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nA experiência adquirida no deserto aumentou em [DECEA3]7%[-], a produção de ferro e xisto aumentou em [DECEA3]35%[-], o dano a todos os zumbis aumentou em [DECEA3]21%[-]"
perkDesertTimerRank8Desc,progression,Skills,,Survive in the desert for 16 hours,Sobreviva no deserto por 16 horas
perkDesertTimerRank8LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]8%[-], Iron and shale production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]8%[-], Produção de ferro e xisto aumentada em [DECEA3]40%[-], Dano a todos os zumbis aumentado em [DECEA3]24%[-], Dano a minibosses aumentado em [DECEA3]10%[-]"
perkDesertTimerRank9Desc,progression,Skills,,Survive in the desert for 20 hours,Sobreviva no deserto por 20 horas
perkDesertTimerRank9LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]9%[-], Iron and shale production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]9%[-], Produção de ferro e xisto aumentada em [DECEA3]45%[-], Dano a todos os zumbis aumentado em [DECEA3]27%[-], Dano a minibosses aumentado em [DECEA3]20%[-]"
perkDesertTimerRank10Desc,progression,Skills,,Survive in the desert for 25 hours,Sobreviva no deserto por 25 horas
perkDesertTimerRank10LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]10%[-], Iron and shale production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]SECOND WIND[-]\nYou are immune to poison effects. If the character's stamina drops below [DECEA3]30[-] units, it restores the entire stamina reserve. Cooldown [DECEA3]3[-] minutes","[DECEA3]BÔNUS DO DESERTO:[-]\nExperiência adquirida no deserto aumentada em [DECEA3]10%[-], Produção de ferro e xisto aumentada em [DECEA3]50%[-], Dano a todos os zumbis aumentado em [DECEA3]30%[-], Dano a minibosses aumentado em [DECEA3]30%[-]\n\n[DECEA3]BÔNUS DE HABILIDADE (EM TODOS OS LUGARES)[-] [FFB800]SEGUNDO VENTO[-]\nSe a resistência do personagem cair abaixo de [DECEA3]30[-] unidades, ele restaura toda a reserva de resistência. Recarga [DECEA3]3[-] minutos"
perkWinterTimerName,progression,perk,,Winter,Inverno
perkWinterTimerDesc,progression,perk,,"It's not easy to get used to such cold. But it's only a matter of time.\nThe more time you spend in winter, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerWinter_HH:0)}h {cvar(TimerWinter_MM:0)}m[-]","Não é fácil se acostumar com tanto frio. Mas é apenas uma questão de tempo.\nQuanto mais tempo você passa no inverno, mais fácil será sobreviver lá.\n\n[DECEA3]Agora: {cvar(TimerWinter_HH:0)}h {cvar(TimerWinter_MM:0)}m[-]"
Winter_LevelUP,UI,Tooltip,,Increased passive skill: Winter,Habilidade passiva aumentada: Inverno
reqPerkWinter01,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 1,{cvar(TimerWinter_HH:0)} de 1
reqPerkWinter02,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 2,{cvar(TimerWinter_HH:0)} de 2
reqPerkWinter03,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 4,{cvar(TimerWinter_HH:0)} de 4
reqPerkWinter04,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 6,{cvar(TimerWinter_HH:0)} de 6
reqPerkWinter05,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 8,{cvar(TimerWinter_HH:0)} de 8
reqPerkWinter06,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 10,{cvar(TimerWinter_HH:0)} de 10
reqPerkWinter07,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 12,{cvar(TimerWinter_HH:0)} de 12
reqPerkWinter08,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 16,{cvar(TimerWinter_HH:0)} de 16
reqPerkWinter09,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 20,{cvar(TimerWinter_HH:0)} de 20
reqPerkWinter10,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 25,{cvar(TimerWinter_HH:0)} de 25
perkWinterTimerRank1Desc,progression,Skills,,Survive in the winter for 1 hour,Sobreviva no inverno por 1 hora
perkWinterTimerRank1LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]1%[-], Coal production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]1%[-], a produção de carvão aumentou em [DECEA3]5%[-], o dano a todos os zumbis aumentou em [DECEA3]3%[-]"
perkWinterTimerRank2Desc,progression,Skills,,Survive in the winter for 2 hours,Sobreviva no inverno por 2 horas
perkWinterTimerRank2LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]2%[-], Coal production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]2%[-], a produção de carvão aumentou em [DECEA3]10%[-], o dano a todos os zumbis aumentou em [DECEA3]6%[-]"
perkWinterTimerRank3Desc,progression,Skills,,Survive in the winter for 4 hours,Sobreviva no inverno por 4 horas
perkWinterTimerRank3LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]3%[-], Coal production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]3%[-], a produção de carvão aumentou em [DECEA3]15%[-], o dano a todos os zumbis aumentou em [DECEA3]9%[-]"
perkWinterTimerRank4Desc,progression,Skills,,Survive in the winter for 6 hours,Sobreviva no inverno por 6 horas
perkWinterTimerRank4LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]4%[-], Coal production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]4%[-], a produção de carvão aumentou em [DECEA3]20%[-], o dano a todos os zumbis aumentou em [DECEA3]12%[-]"
perkWinterTimerRank5Desc,progression,Skills,,Survive in the winter for 8 hours,Sobreviva no inverno por 8 horas
perkWinterTimerRank5LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]5%[-], Coal production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]5%[-], a produção de carvão aumentou em [DECEA3]25%[-], o dano a todos os zumbis aumentou em [DECEA3]15%[-]"
perkWinterTimerRank6Desc,progression,Skills,,Survive in the winter for 10 hours,Sobreviva no inverno por 10 horas
perkWinterTimerRank6LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]6%[-], Coal production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]6%[-], a produção de carvão aumentou em [DECEA3]30%[-], o dano a todos os zumbis aumentou em [DECEA3]18%[-]"
perkWinterTimerRank7Desc,progression,Skills,,Survive in the winter for 12 hours,Sobreviva no inverno por 12 horas
perkWinterTimerRank7LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]7%[-], Coal production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]7%[-], a produção de carvão aumentou em [DECEA3]35%[-], o dano a todos os zumbis aumentou em [DECEA3]21%[-]"
