Key,Source,Context,Changes,English,Japanese
buffCombistickReloadName,buffs,buff,,Combistick reload,コンビスティックリロード
buffCombistickReloadTooltip,buffs,buff,,Active ability on cooldown.,クールダウン時のアクティブアビリティ。
buffCombistickReloadDesc,buffs,Buff,,Active ability on cooldown.\n\nWait until it ends to be able to activate it again.,クールダウン中にアクティブな能力が発動します。\n\n再びアクティブにできるようになるまで、クールダウンが終了するまで待ちます。
meleeWpnBatonT4PlasmaBaton,items,Melee,,Stun Baton [DECEA3]Improved[-],スタンバトン [DECEA3]«改良版»[-]
meleeWpnBatonT4PlasmaBatonDesc,items,Melee,,Experience gained from killing enemies has been increased by [DECEA3]25%[-].\nLet's dance.\n\n[DECEA3]Repair requires repair kit (improved)[-],敵を倒して得られる経験値が[DECEA3]25%[-]増加しました。\n踊りましょう。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeWpnBatonT5PlasmaBatonFlugen,items,Melee,,Stun Baton [FFB800]«Flugen»[-],スタンバトン [FFB800]«フルゲン»[-]
meleeWpnBatonT5PlasmaBatonFlugenDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]50%[-].\nNo one knows anymore who assembled such a mechanism, but many came to call it Flugegeheimen. Its creator clearly had imagination; sanity is another matter.\nThe staff is always charged regardless of the level of the Master of Intelligence skill. On hit, there is a [DECEA3]5%[-] chance to instantly deal [DECEA3]2500[-] damage.\n\nWhen equipped with a full set of [FFB800]Rescuer[-] armor, the chance of dealing instant damage increases to [DECEA3]10%[-] and the damage itself to [DECEA3]5000[-], and also adds a [DECEA3]25%[-] chance to restore [DECEA3]25[-] health when killing an enemy.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が [DECEA3]50%[-] 増加しました。\n誰がそのような機構を組み立てたのかはもう誰も知りませんが、多くの人がそれをフリューゲヘイメンと呼ぶようになりました。その創造者には明らかに想像力がありました。正気かどうかは別の問題です。\nスタッフは、マスター オブ インテリジェンス スキルのレベルに関係なく、常に課金されます。ヒットすると、[DECEA3]5%[-]の確率で即座に[DECEA3]2500[-]のダメージを与えます。\n\n[FFB800]レスキュー[-]アーマーのフルセットを装備すると、即時ダメージを与える確率は[DECEA3]10%[-]に増加し、ダメージ自体は[DECEA3]5000[-]に増加します。また、敵を倒すと[DECEA3]25%[-]の確率で体力を[DECEA3]25[-]回復します。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
FlugenLegCrisis,items,Melee,,Stun Baton [FFB800]Flugen[-] [F0B18A]- Crisis[-],スタンバトン [FFB800]フルゲン[-] [F0B18A]- 危機[-]
FlugenLegCrisisDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nNo one knows anymore who assembled such a mechanism, but many came to call it Flugegeheimen. Its creator clearly had imagination; sanity is another matter.\n\n[F0B18A]Crisis[-] - Any hit has a [DECEA3]25%[-] chance to deal an additional [DECEA3]200%[-] damage.\nThe staff is always charged regardless of the level of the Master of Intelligence skill. On hit, there is a [DECEA3]5%[-] chance to instantly deal [DECEA3]2500[-] damage.\n\nWhen equipped with a full set of [FFB800]Rescuer[-] armor, the chance of dealing instant damage increases to [DECEA3]10%[-] and the damage itself to [DECEA3]5000[-], and also adds a [DECEA3]25%[-] chance to restore [DECEA3]25[-] health when killing an enemy.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が [DECEA3]75%[-] 増加しました。\n誰がそのような機構を組み立てたのかはもう誰も知りませんが、多くの人がそれをフリューゲヘイメンと呼ぶようになりました。その創造者には明らかに想像力がありました。正気度は別問題です。\n\n[F0B18A]危機[-] - あらゆる攻撃が[DECEA3]25%[-]の確率で追加の[DECEA3]200%[-]ダメージを与えます。\nスタッフはマスター・オブ・インテリジェンス・スキルのレベルに関係なく常にチャージされます。ヒットすると、[DECEA3]5%[-]の確率で即座に[DECEA3]2500[-]のダメージを与えます。\n\n[FFB800]レスキュー[-]アーマーのフルセットを装備すると、即時ダメージを与える確率は[DECEA3]10%[-]に増加し、ダメージ自体は[DECEA3]5000[-]に増加します。また、敵を倒すと[DECEA3]25%[-]の確率で体力を[DECEA3]25[-]回復します。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
FlugenLegCrusher,items,Melee,,Stun Baton [FFB800]Flugen[-] [F0B18A]- Crusher[-],スタンバトン [FFB800]フルゲン[-] [F0B18A]- クラッシャー[-]
FlugenLegCrusherDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nNo one knows anymore who assembled such a mechanism, but many came to call it Flugegeheimen. Its creator clearly had imagination; sanity is another matter.\n\n[F0B18A]Crusher[-] - Insane damage but lower attack speed.\nThe staff is always charged regardless of the level of the Master of Intelligence skill. On hit, there is a [DECEA3]5%[-] chance to instantly deal [DECEA3]2500[-] damage.\n\nWhen equipped with a full set of [FFB800]Rescuer[-] armor, the chance of dealing instant damage increases to [DECEA3]10%[-] and the damage itself to [DECEA3]5000[-], and also adds a [DECEA3]25%[-] chance to restore [DECEA3]25[-] health when killing an enemy.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が [DECEA3]75%[-] 増加しました。\n誰がそのような機構を組み立てたのかはもう誰も知りませんが、多くの人がそれをフリューゲヘイメンと呼ぶようになりました。その創造者には明らかに想像力がありました。正気度は別の問題です。\n\n[F0B18A]クラッシャー[-] - 非常に大きなダメージを与えますが、攻撃速度が遅くなります。\nスタッフは、マスター・オブ・インテリジェンスのスキルのレベルに関係なく、常にチャージされます。ヒットすると、[DECEA3]5%[-]の確率で即座に[DECEA3]2500[-]のダメージを与えます。\n\n[FFB800]レスキュー[-]アーマーのフルセットを装備すると、即時ダメージを与える確率は[DECEA3]10%[-]に増加し、ダメージ自体は[DECEA3]5000[-]に増加します。また、敵を倒すと[DECEA3]25%[-]の確率で体力を[DECEA3]25[-]回復します。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
FlugenLegMasterpiece,items,Melee,,Stun Baton [FFB800]Flugen[-] [F0B18A]- Masterpiece[-],スタンバトン [FFB800]フルゲン[-] [F0B18A]- マスターピース[-]
FlugenLegMasterpieceDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nNo one knows anymore who assembled such a mechanism, but many came to call it Flugegeheimen. Its creator clearly had imagination; sanity is another matter.\n\n[F0B18A]Masterpiece[-] - Allows you to develop masterful weapon handling. Every [DECEA3]50[-] enemies killed increases the bonus by 1 level (max 100). Each level increases damage and attack speed by [DECEA3]1%[-] Current level: [DECEA3]{cvar(.FlugenMasterBonus:0)}[-].\nThe staff is always charged regardless of the level of the Master of Intelligence skill. On hit, there is a [DECEA3]5%[-] chance to instantly deal [DECEA3]2500[-] damage.\n\nWhen equipped with a full set of [FFB800]Rescuer[-] armor, the chance of dealing instant damage increases to [DECEA3]10%[-] and the damage itself to [DECEA3]5000[-], and also adds a [DECEA3]25%[-] chance to restore [DECEA3]25[-] health when killing an enemy.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が [DECEA3]75%[-] 増加しました。\n誰がそのような機構を組み立てたのかはもう誰も知りませんが、多くの人がそれをフリューゲヘイメンと呼ぶようになりました。その創造者には明らかに想像力がありました。正気度は別の問題です。\n\n[F0B18A]マスターピース[-] - 巧みな武器の扱い方を身につけることができます。敵を[DECEA3]50[-]倒すごとにボーナスが1レベル増加します（最大100）。レベルごとにダメージと攻撃速度が [DECEA3]1%[-] 増加します。現在のレベル: [DECEA3]{cvar(.FlugenMasterBonus:0)}[-]。\nマスター オブ インテリジェンス スキルのレベルに関係なく、スタッフは常にチャージされます。ヒットすると、[DECEA3]5%[-]の確率で即座に[DECEA3]2500[-]のダメージを与えます。\n\n[FFB800]レスキュー[-]アーマーのフルセットを装備すると、即時ダメージを与える確率は[DECEA3]10%[-]に増加し、ダメージ自体は[DECEA3]5000[-]に増加します。また、敵を倒すと[DECEA3]25%[-]の確率で体力を[DECEA3]25[-]回復します。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
FlugenLegGuardian,items,Melee,,Stun Baton [FFB800]Flugen[-] [F0B18A]- Guardian[-],スタンバトン [FFB800]フルゲン[-] [F0B18A]- ガーディアン[-]
FlugenLegGuardianDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nNo one knows anymore who assembled such a mechanism, but many came to call it Flugegeheimen. Its creator clearly had imagination; sanity is another matter.\n\n[F0B18A]Guardian[-] - If your health is below [DECEA3]200[-], killing an enemy will restore [DECEA3]50[-] health; if below [DECEA3]100[-], it will restore [DECEA3]100[-] health. Cooldown: [DECEA3]12[-] seconds.\nThe staff is always charged regardless of the level of the Master of Intelligence skill. On hit, there is a [DECEA3]5%[-] chance to instantly deal [DECEA3]2500[-] damage.\n\nWhen equipped with a full set of [FFB800]Rescuer[-] armor, the chance of dealing instant damage increases to [DECEA3]10%[-] and the damage itself to [DECEA3]5000[-], and also adds a [DECEA3]25%[-] chance to restore [DECEA3]25[-] health when killing an enemy.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が [DECEA3]75%[-] 増加しました。\n誰がそのような機構を組み立てたのかはもう誰も知りませんが、多くの人がそれをフリューゲヘイメンと呼ぶようになりました。その創造者には明らかに想像力がありました。正気度は別問題です。\n\n[F0B18A]ガーディアン[-] - 体力が[DECEA3]200[-]未満の場合、敵を倒すと体力が[DECEA3]50[-]回復します。 [DECEA3]100[-]未満の場合は、体力が[DECEA3]100[-]回復します。クールダウン: [DECEA3]12[-] 秒。\nマスター オブ インテリジェンス スキルのレベルに関係なく、スタッフは常に充電されます。ヒットすると、[DECEA3]5%[-]の確率で即座に[DECEA3]2500[-]のダメージを与えます。\n\n[FFB800]レスキュー[-]アーマーのフルセットを装備すると、即時ダメージを与える確率は[DECEA3]10%[-]に増加し、ダメージ自体は[DECEA3]5000[-]に増加します。また、敵を倒すと[DECEA3]25%[-]の確率で体力を[DECEA3]25[-]回復します。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
meleeWpnKnucklesT4SteelKnucklesImp,items,Melee,,Steel Knuckles [DECEA3]Improved[-],スチールナックル[DECEA3]«改良版»[-]
meleeWpnKnucklesT4SteelKnucklesImpDesc,items,Melee,,Experience gained from killing enemies has been increased by [DECEA3]25%[-].\nBar-hopping in my past life didn't go to waste.\n\n[DECEA3]Repair requires repair kit (improved)[-],敵を倒して得られる経験値が[DECEA3]25%[-]増加しました。\n前世でのバー巡りは無駄ではありませんでした。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeWpnMausClaws,items,Melee,,Knuckles [FFB800]Maus Claws[-],ナックルズ [FFB800]マウスクロー[-]
meleeWpnMausClawsDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]50%[-].\nWhen you start running, the active ability «Furious Dash» is activated. While the ability is active, running speed is increased by [DECEA3]75%[-], damage is increased by [DECEA3]25%[-], damage to bosses by [DECEA3]100%[-], attack speed is increased by [DECEA3]10%[-], but stamina consumption is increased by [DECEA3]30%[-].\n\nWhen equipped with a full set of [FFB800]Maus[-] armor, all bonuses of the «Furious Dash» ability are doubled and the ability's cooldown is halved. Also, enhanced attacks during the dash are guaranteed to knock down any opponents.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]50%[-]増加しました。\n走り始めると、アクティブアビリティ「猛烈なダッシュ」が有効になります。アビリティが有効な間、走行速度が[DECEA3]75%[-]増加し、ダメージが[DECEA3]25%[-]増加し、ボスへのダメージが[DECEA3]100%[-]増加し、攻撃速度が[DECEA3]10%[-]増加しますが、スタミナ消費は[DECEA3]30%[-]増加します。\n\nフルセットを装備した場合[FFB800]マウス[-]アーマーでは、«猛烈なダッシュ»能力のすべてのボーナスが2倍になり、能力のクールダウンが半分になります。また、ダッシュ中の強化された攻撃は、あらゆる敵を確実にノックダウンします。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
MausClawsLegCrisis,items,Melee,,Knuckles [FFB800]Maus Claws[-] [F0B18A]- Crisis[-],ナックルズ [FFB800]マウスの爪[-] [F0B18A]- 危機[-]
MausClawsLegCrisisDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\n\n[F0B18A]Crisis[-] - Any hit has a [DECEA3]25%[-] chance to deal an additional [DECEA3]200%[-] damage.\n\nWhen you start running, the active ability «Furious Dash» is activated. While the ability is active, running speed is increased by [DECEA3]75%[-], damage is increased by [DECEA3]25%[-], damage to bosses by [DECEA3]100%[-], attack speed is increased by [DECEA3]10%[-], but stamina consumption is increased by [DECEA3]30%[-].\n\nWhen equipped with a full set of [FFB800]Maus[-] armor, all bonuses of the «Furious Dash» ability are doubled and the ability's cooldown is halved. Also, enhanced attacks during the dash are guaranteed to knock down any opponents.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\n\n[F0B18A]危機[-] - 攻撃が[DECEA3]25%[-]の確率で追加で[DECEA3]200%[-]ダメージを与えます。\n\n走り始めると、アクティブアビリティ「猛烈なダッシュ」が有効になります。アビリティが有効な間、走行速度が[DECEA3]75%[-]増加し、ダメージが[DECEA3]25%[-]増加し、ボスへのダメージが[DECEA3]100%[-]増加し、攻撃速度が[DECEA3]10%[-]増加しますが、スタミナ消費は[DECEA3]30%[-]増加します。\n\nフルセットを装備した場合[FFB800]マウス[-]アーマーでは、«猛烈なダッシュ»能力のすべてのボーナスが2倍になり、能力のクールダウンが半分になります。また、ダッシュ中の強化された攻撃は、あらゆる敵を確実にノックダウンします。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
MausClawsLegCrusher,items,Melee,,Knuckles [FFB800]Maus Claws[-] [F0B18A]- Crusher[-],ナックルズ [FFB800]マウスクロー[-] [F0B18A]- クラッシャー[-]
MausClawsLegCrusherDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\n\n[F0B18A]Crusher[-] - Insane damage but lower attack speed.\n\nWhen you start running, the active ability «Furious Dash» is activated. While the ability is active, running speed is increased by [DECEA3]75%[-], damage is increased by [DECEA3]25%[-], damage to bosses by [DECEA3]100%[-], attack speed is increased by [DECEA3]10%[-], but stamina consumption is increased by [DECEA3]30%[-].\n\nWhen equipped with a full set of [FFB800]Maus[-] armor, all bonuses of the «Furious Dash» ability are doubled and the ability's cooldown is halved. Also, enhanced attacks during the dash are guaranteed to knock down any opponents.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\n\n[F0B18A]クラッシャー[-] - 非常に大きなダメージを与えますが、攻撃速度が低下します。\n\n走り始めると、アクティブアビリティ「猛烈なダッシュ」が有効になります。アビリティが有効な間、走行速度が[DECEA3]75%[-]増加し、ダメージが[DECEA3]25%[-]増加し、ボスへのダメージが[DECEA3]100%[-]増加し、攻撃速度が[DECEA3]10%[-]増加しますが、スタミナ消費は[DECEA3]30%[-]増加します。\n\nフルセットを装備した場合[FFB800]マウス[-]アーマーでは、«猛烈なダッシュ»能力のすべてのボーナスが2倍になり、能力のクールダウンが半分になります。また、ダッシュ中の強化された攻撃は、あらゆる敵を確実にノックダウンします。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
MausClawsLegMasterpiece,items,Melee,,Knuckles [FFB800]Maus Claws[-] [F0B18A]- Masterpiece[-],ナックルズ [FFB800]マウスの爪[-] [F0B18A]- マスターピース[-]
MausClawsLegMasterpieceDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\n\n[F0B18A]Masterpiece[-] - Allows you to develop masterful weapon handling. Every [DECEA3]50[-] enemies killed increases the bonus by 1 level (max 100). Each level increases damage and attack speed by [DECEA3]1%[-] Current level: [DECEA3]{cvar(.MausClawsMasterBonus:0)}[-].\n\nWhen you start running, the active ability «Furious Dash» is activated. While the ability is active, running speed is increased by [DECEA3]75%[-], damage is increased by [DECEA3]25%[-], damage to bosses by [DECEA3]100%[-], attack speed is increased by [DECEA3]10%[-], but stamina consumption is increased by [DECEA3]30%[-].\n\nWhen equipped with a full set of [FFB800]Maus[-] armor, all bonuses of the «Furious Dash» ability are doubled and the ability's cooldown is halved. Also, enhanced attacks during the dash are guaranteed to knock down any opponents.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\n\n[F0B18A]マスターピース[-] - 巧みな武器の扱い方を身につけることができます。敵を[DECEA3]50[-]倒すごとにボーナスが1レベル増加します（最大100）。レベルごとにダメージと攻撃速度が [DECEA3]1%[-] 増加します。 現在のレベル: [DECEA3]{cvar(.MausClawsMasterBonus:0)}[-]。\n\n走り始めると、アクティブ アビリティ «Furious Dash» が有効になります。アビリティが有効な間、走行速度が[DECEA3]75%[-]増加し、ダメージが[DECEA3]25%[-]増加し、ボスへのダメージが[DECEA3]100%[-]増加し、攻撃速度が[DECEA3]10%[-]増加しますが、スタミナ消費は[DECEA3]30%[-]増加します。\n\nフルセットを装備した場合[FFB800]マウス[-]アーマーでは、«猛烈なダッシュ»能力のすべてのボーナスが2倍になり、能力のクールダウンが半分になります。また、ダッシュ中の強化された攻撃は、あらゆる敵を確実にノックダウンします。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
MausClawsLegGuardian,items,Melee,,Knuckles [FFB800]Maus Claws[-] [F0B18A]- Guardian[-],ナックルズ [FFB800]マウスクロー[-] [F0B18A]- ガーディアン[-]
MausClawsLegGuardianDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\n\n[F0B18A]Guardian[-] - If your health is below [DECEA3]200[-], killing an enemy will restore [DECEA3]50[-] health; if below [DECEA3]100[-], it will restore [DECEA3]100[-] health. Cooldown: [DECEA3]12[-] seconds.\n\nWhen you start running, the active ability «Furious Dash» is activated. While the ability is active, running speed is increased by [DECEA3]75%[-], damage is increased by [DECEA3]25%[-], damage to bosses by [DECEA3]100%[-], attack speed is increased by [DECEA3]10%[-], but stamina consumption is increased by [DECEA3]30%[-].\n\nWhen equipped with a full set of [FFB800]Maus[-] armor, all bonuses of the «Furious Dash» ability are doubled and the ability's cooldown is halved. Also, enhanced attacks during the dash are guaranteed to knock down any opponents.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\n\n[F0B18A]ガーディアン[-] - 体力が[DECEA3]200[-]未満の場合、敵を倒すと体力が[DECEA3]50[-]回復します。 [DECEA3]100[-]未満の場合は、体力が[DECEA3]100[-]回復します。クールダウン: [DECEA3]12[-] 秒。\n\n走り始めると、アクティブアビリティ「猛烈なダッシュ」が有効になります。アビリティが有効な間、走行速度が[DECEA3]75%[-]増加し、ダメージが[DECEA3]25%[-]増加し、ボスへのダメージが[DECEA3]100%[-]増加し、攻撃速度が[DECEA3]10%[-]増加しますが、スタミナ消費は[DECEA3]30%[-]増加します。\n\nフルセットを装備した場合[FFB800]マウス[-]アーマーでは、«猛烈なダッシュ»能力のすべてのボーナスが2倍になり、能力のクールダウンが半分になります。また、ダッシュ中の強化された攻撃は、あらゆる敵を確実にノックダウンします。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
MausClawsLegSurgeon,items,Melee,,Knuckles [FFB800]Maus Claws[-] [F0B18A]- Surgeon[-],ナックルズ [FFB800]マウスの爪[-] [F0B18A]- 外科医[-]
MausClawsLegSurgeonDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\n\n[F0B18A]Surgeon[-] - The amount of resources and mutation samples obtained is increased by [DECEA3]100%[-] after killing an enemy for [DECEA3]3[-] seconds.\n\nWhen you start running, the active ability «Furious Dash» is activated. While the ability is active, running speed is increased by [DECEA3]75%[-], damage is increased by [DECEA3]25%[-], damage to bosses by [DECEA3]100%[-], attack speed is increased by [DECEA3]10%[-], but stamina consumption is increased by [DECEA3]30%[-].\n\nWhen equipped with a full set of [FFB800]Maus[-] armor, all bonuses of the «Furious Dash» ability are doubled and the ability's cooldown is halved. Also, enhanced attacks during the dash are guaranteed to knock down any opponents.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\n\n[F0B18A]外科医[-] - [DECEA3]3[-]秒間敵を倒した後、獲得できるリソースと変異サンプルの量が[DECEA3]100%[-]増加しました。\n\n走り始めると、アクティブアビリティ«猛烈なダッシュ»が有効になります。アビリティが有効な間、走行速度が[DECEA3]75%[-]増加し、ダメージが[DECEA3]25%[-]増加し、ボスへのダメージが[DECEA3]100%[-]増加し、攻撃速度が[DECEA3]10%[-]増加しますが、スタミナ消費は[DECEA3]30%[-]増加します。\n\nフルセットを装備した場合[FFB800]マウス[-]アーマーでは、«猛烈なダッシュ»能力のすべてのボーナスが2倍になり、能力のクールダウンが半分になります。また、ダッシュ中の強化された攻撃は、あらゆる敵を確実にノックダウンします。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
meleeWpnBladeT4MacheteImp,items,Melee,,Machete [DECEA3]Improved[-],マチェーテ [DECEA3]《改良版》[-]
meleeWpnBladeT4MacheteImpDesc,items,Melee,,Experience gained from killing enemies has been increased by [DECEA3]25%[-].\nTake your tropical hunt to the city.\n\n[DECEA3]Repair requires repair kit (improved)[-],敵を倒して得られる経験値が[DECEA3]25%[-]増加しました。\nトロピカルハントを街へ出かけましょう。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeWpnBladeT5MacheteIndiana,items,Melee,,Machete [FFB800]Indiana[-],マチェーテ [FFB800]インディアナ[-]
meleeWpnBladeT5MacheteIndianaDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]50%[-].\nCut, cut, cut...\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary)[-]",敵を倒して得られる経験値が[DECEA3]50%[-]増加しました。\nカット、カット、カット...\n\n[FFB800]プランダラ[-]アーマーのフルセットを装備すると、[DECEA3]怒りの蓄積[-]能力の最大スタック数が[DECEA3]10[-]に増加しました。また、敵に[DECEA3]ひどい傷[-]を与えると、ターゲットが受ける攻撃ごとに出血ダメージが最大[DECEA3]5回[-]蓄積されます。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です[-]
IndianaLegCrisis,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Crisis[-],マチェーテ [FFB800]インディアナ[-] [F0B18A]- 危機[-]
IndianaLegCrisisDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Crisis[-] - Any hit has a [DECEA3]25%[-] chance to deal an additional [DECEA3]200%[-] damage.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\nカット、カット、カット...\n\n[F0B18A]クライシス[-] - あらゆる攻撃が[DECEA3]25%[-]の確率で追加の[DECEA3]200%[-]ダメージを与えます。\n\n[FFB800]プランダラ[-]アーマーのフルセットを装備している場合、最大数は[DECEA3]怒りの蓄積[-]能力によるスタックが[DECEA3]10[-]に増加しました。また、敵に[DECEA3]ひどい傷[-]を与えると、ターゲットが受ける攻撃ごとに出血ダメージが最大[DECEA3]5回[-]蓄積されます。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
IndianaLegCrusher,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Crusher[-],マチェーテ [FFB800]インディアナ[-] [F0B18A]- クラッシャー[-]
IndianaLegCrusherDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Crusher[-] - Insane damage but lower attack speed.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\nカット、カット、カット...\n\n[F0B18A]クラッシャー[-] - 驚異的なダメージを与えますが、攻撃速度は低下します。\n\n[FFB800]プランダラ[-]アーマーのフルセットを装備した場合、[DECEA3]怒りの蓄積[-]能力の最大スタック数は次のように増加しました。 [DECEA3]10[-]。また、敵に[DECEA3]ひどい傷[-]を与えると、ターゲットが受ける攻撃ごとに出血ダメージが最大[DECEA3]5回[-]蓄積されます。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
IndianaLegMasterpiece,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Masterpiece[-],マチェーテ [FFB800]インディアナ[-] [F0B18A]- マスターピース[-]
IndianaLegMasterpieceDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Masterpiece[-] - Allows you to develop masterful weapon handling. Every [DECEA3]50[-] enemies killed increases the bonus by 1 level (max 100). Each level increases damage and attack speed by [DECEA3]1%[-] Current level: [DECEA3]{cvar(.IndianaMasterBonus:0)}[-].\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が [DECEA3]75%[-] 増加しました。\nカット、カット、カット...\n\n[F0B18A]マスターピース[-] - 巧みな武器の扱い方を身につけることができます。敵を[DECEA3]50[-]倒すごとにボーナスが1レベル増加します（最大100）。各レベルごとにダメージと攻撃速度が[DECEA3]1%[-]増加します。現在のレベル: [DECEA3]{cvar(.IndianaMasterBonus:0)}[-]。\n\n[FFB800]プランダラ[-]アーマーのフルセットを装備している場合、[DECEA3]怒りの蓄積[-]能力の最大スタック数は[DECEA3]10[-]に増加しました。また、敵に[DECEA3]ひどい傷[-]を与えると、ターゲットが受ける攻撃ごとに出血ダメージが最大[DECEA3]5回[-]蓄積されます。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
IndianaLegGuardian,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Guardian[-],マチェーテ [FFB800]インディアナ[-] [F0B18A]- ガーディアン[-]
