Key,Source,Context,Changes,English,Spanish

===
=== Z_PassiveSkills ===
===


perkSiphoningStrikesRank1LongDesc,progression,perk For,,Your first taste of combat fuels you.\nMelee kills have a [DECEA3]{cvar(.HealthStealChance:0)}%[-] chance to grant 4 HP.,El olor de la primera sangre en la batalla te vigoriza.\nLas muertes cuerpo a cuerpo tienen una probabilidad de [DECEA3]{cvar(.HealthStealChance:0)}%[-] de otorgar 4 HP.
perkSiphoningStrikesRank2LongDesc,progression,perk For,,Your first taste of combat fuels you.\nMelee kills have a [DECEA3]{cvar(.HealthStealChance:0)}%[-] chance to grant 8 HP.,El olor de la primera sangre en la batalla te vigoriza.\nLas muertes cuerpo a cuerpo tienen una probabilidad de [DECEA3]{cvar(.HealthStealChance:0)}%[-] de otorgar 8 HP.
perkSiphoningStrikesRank3LongDesc,progression,perk For,,Your first taste of combat fuels you.\nMelee kills have a [DECEA3]{cvar(.HealthStealChance:0)}%[-] chance to grant 12 HP.,El olor de la primera sangre en la batalla te vigoriza.\nLas muertes cuerpo a cuerpo tienen una probabilidad de [DECEA3]{cvar(.HealthStealChance:0)}%[-] de otorgar 12 HP.
perkSiphoningStrikesRank4LongDesc,progression,perk For,,Your first taste of combat fuels you.\nMelee kills have a [DECEA3]{cvar(.HealthStealChance:0)}%[-] chance to grant 16 HP.,El olor de la primera sangre en la batalla te vigoriza.\nLas muertes cuerpo a cuerpo tienen una probabilidad de [DECEA3]{cvar(.HealthStealChance:0)}%[-] de otorgar 16 HP.
perkSiphoningStrikesRank5LongDesc,progression,perk For,,Your first taste of combat fuels you.\nMelee kills have a [DECEA3]{cvar(.HealthStealChance:0)}%[-] chance to grant 20 HP.,El olor de la primera sangre en la batalla te vigoriza.\nLas muertes cuerpo a cuerpo tienen una probabilidad de [DECEA3]{cvar(.HealthStealChance:0)}%[-] de otorgar 20 HP.
attpasssiveskills,progression,Attribute,,Passive Skills,Habilidades Pasivas
attpasssiveskillsDesc,progression,Attribute,,No skill points required here. Complete passive skill requirements to level them up,No se requieren puntos de habilidad aquí. Completa los requisitos de las habilidades pasivas para subirlas de nivel.
0000 ADAPTATION 0000,,,,,0000 适应 0000
skillAdaptationName,progression,Skills,,Adaptation,Adaptación
perkGameTimerName,progression,perk,,Total time,Tiempo total
perkGameTimerDesc,progression,perk,,"It's not easy to get used to this heat. But it's only a matter of time.\nThe more time you spend in the desert, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerGame_HH:0)}h {cvar(TimerGame_MM:0)}m[-]","No es fácil acostumbrarse a este calor. Pero es solo cuestión de tiempo.\nCuanto más tiempo pases en el desierto, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerGame_HH:0)}h {cvar(TimerGame_MM:0)}m[-]"
Game_LevelUP,UI,Tooltip,,Increased passive skill: Total time,Habilidad pasiva aumentada: Tiempo total
reqPerkGame01,progression,Attribute,,{cvar(TimerGame_HH:0)} of 2,{cvar(TimerGame_HH:0)} de 2
reqPerkGame02,progression,Attribute,,{cvar(TimerGame_HH:0)} of 4,{cvar(TimerGame_HH:0)} de 4
reqPerkGame03,progression,Attribute,,{cvar(TimerGame_HH:0)} of 8,{cvar(TimerGame_HH:0)} de 8
reqPerkGame04,progression,Attribute,,{cvar(TimerGame_HH:0)} of 12,{cvar(TimerGame_HH:0)} de 12
reqPerkGame05,progression,Attribute,,{cvar(TimerGame_HH:0)} of 18,{cvar(TimerGame_HH:0)} de 18
reqPerkGame06,progression,Attribute,,{cvar(TimerGame_HH:0)} of 24,{cvar(TimerGame_HH:0)} de 24
reqPerkGame07,progression,Attribute,,{cvar(TimerGame_HH:0)} of 32,{cvar(TimerGame_HH:0)} de 32
reqPerkGame08,progression,Attribute,,{cvar(TimerGame_HH:0)} of 40,{cvar(TimerGame_HH:0)} de 40
reqPerkGame09,progression,Attribute,,{cvar(TimerGame_HH:0)} of 50,{cvar(TimerGame_HH:0)} de 50
reqPerkGame10,progression,Attribute,,{cvar(TimerGame_HH:0)} of 60,{cvar(TimerGame_HH:0)} de 60
perkGameTimerRank1Desc,progression,Skills,,Survive in the game for 2 hours,Sobrevive en el juego durante 2 horas
perkGameTimerRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]1%[-], Loot bonus increased by [DECEA3]1%[-], Mobility increased by [DECEA3]1.5%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]1%[-], bonificación de botín aumentada en un [DECEA3]1%[-], movilidad aumentada en un [DECEA3]1.5%[-]"
perkGameTimerRank2Desc,progression,Skills,,Survive in the game for 4 hours,Sobrevive en el juego durante 4 horas
perkGameTimerRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]2%[-], Loot bonus increased by [DECEA3]2%[-], Mobility increased by [DECEA3]3%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]2%[-], bonificación de botín aumentada en un [DECEA3]2%[-], movilidad aumentada en un [DECEA3]3%[-]"
perkGameTimerRank3Desc,progression,Skills,,Survive in the game for 8 hours,Sobrevive en el juego durante 8 horas
perkGameTimerRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]3%[-], Loot bonus increased by [DECEA3]3%[-], Mobility increased by [DECEA3]4.5%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]3%[-], bonificación de botín aumentada en un [DECEA3]3%[-], movilidad aumentada en un [DECEA3]4.5%[-]"
perkGameTimerRank4Desc,progression,Skills,,Survive in the game for 12 hours,Sobrevive en el juego durante 12 horas
perkGameTimerRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]4%[-], Loot bonus increased by [DECEA3]4%[-], Mobility increased by [DECEA3]6%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]4%[-], bonificación de botín aumentada en un [DECEA3]4%[-], movilidad aumentada en un [DECEA3]6%[-]"
perkGameTimerRank5Desc,progression,Skills,,Survive in the game for 18 hours,Sobrevive en el juego durante 18 horas
perkGameTimerRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]5%[-], Loot bonus increased by [DECEA3]5%[-], Mobility increased by [DECEA3]7.5%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]5%[-], bonificación de botín aumentada en un [DECEA3]5%[-], movilidad aumentada en un [DECEA3]7.5%[-]"
perkGameTimerRank6Desc,progression,Skills,,Survive in the game for 24 hours,Sobrevive en el juego durante 24 horas
perkGameTimerRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]6%[-], Loot bonus increased by [DECEA3]6%[-], Mobility increased by [DECEA3]9%[-], Health and stamina increased by [DECEA3]10[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]6%[-], bonificación de botín aumentada en un [DECEA3]6%[-], movilidad aumentada en un [DECEA3]9%[-], salud y resistencia aumentadas en [DECEA3]10[-]"
perkGameTimerRank7Desc,progression,Skills,,Survive in the game for 32 hours,Sobrevive en el juego durante 32 horas
perkGameTimerRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]7%[-], Loot bonus increased by [DECEA3]7%[-], Mobility increased by [DECEA3]10.5%[-], Health and stamina increased by [DECEA3]20[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]7%[-], bonificación de botín aumentada en un [DECEA3]7%[-], movilidad aumentada en un [DECEA3]10.5%[-], salud y resistencia aumentadas en [DECEA3]20[-]"
perkGameTimerRank8Desc,progression,Skills,,Survive in the game for 40 hours,Sobrevive en el juego durante 40 horas
perkGameTimerRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]8%[-], Loot bonus increased by [DECEA3]8%[-], Mobility increased by [DECEA3]12%[-], Health and stamina increased by [DECEA3]30[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]8%[-], bonificación de botín aumentada en un [DECEA3]8%[-], movilidad aumentada en un [DECEA3]12%[-], salud y resistencia aumentadas en [DECEA3]30[-]"
perkGameTimerRank9Desc,progression,Skills,,Survive in the game for 50 hours,Sobrevive en el juego durante 50 horas
perkGameTimerRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]9%[-], Loot bonus increased by [DECEA3]9%[-], Mobility increased by [DECEA3]13.5%[-], Health and stamina increased by [DECEA3]40[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]9%[-], bonificación de botín aumentada en un [DECEA3]9%[-], movilidad aumentada en un [DECEA3]13.5%[-], salud y resistencia aumentadas en [DECEA3]40[-]"
perkGameTimerRank10Desc,progression,Skills,,Survive in the game for 60 hours,Sobrevive en el juego durante 60 horas
perkGameTimerRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]10%[-], Loot bonus increased by [DECEA3]10%[-], Mobility increased by [DECEA3]15%[-], Health and stamina increased by [DECEA3]50[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]I KNOW WHAT TO LOOK FOR[-]\nEvery 5000 enemies killed increases the loot bonus by 50.\n[DECEA3]Kills so far: {cvar(.GameTimerKillCounter:0)} - Current bonus: {cvar(.GameTimerLootBonus:0)}[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]10%[-], bonificación de botín aumentada en un [DECEA3]10%[-], movilidad aumentada en un [DECEA3]15%[-], salud y resistencia aumentadas en [DECEA3]50[-]\n\n[DECEA3]HABILIDAD DE BONIFICACIÓN[-] [FFB800]SÉ QUÉ BUSCAR[-]\nCada 5000 enemigos asesinados aumenta la bonificación de botín en 50.\n[DECEA3]Muertes actuales: {cvar(.GameTimerKillCounter:0)} - Bonificación actual: {cvar(.GameTimerLootBonus:0)}[-]"
perkForestTimerName,progression,perk,,Forest,Bosque
perkForestTimerDesc,progression,perk,,"You also need to know how to survive in the forest. But it's just a matter of time.\nThe more time you spend in the forest, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerForest_HH:0)}h {cvar(TimerForest_MM:0)}m[-]","También necesitas saber cómo sobrevivir en el bosque. Pero es solo cuestión de tiempo.\nCuanto más tiempo pases en el bosque, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerForest_HH:0)}h {cvar(TimerForest_MM:0)}m[-]"
Forest_LevelUP,UI,Tooltip,,Increased passive skill: Forest,Habilidad pasiva aumentada: Bosque
reqPerkForest01,progression,Attribute,,{cvar(TimerForest_HH:0)} of 1,{cvar(TimerForest_HH:0)} de 1
reqPerkForest02,progression,Attribute,,{cvar(TimerForest_HH:0)} of 2,{cvar(TimerForest_HH:0)} de 2
reqPerkForest03,progression,Attribute,,{cvar(TimerForest_HH:0)} of 4,{cvar(TimerForest_HH:0)} de 4
reqPerkForest04,progression,Attribute,,{cvar(TimerForest_HH:0)} of 6,{cvar(TimerForest_HH:0)} de 6
reqPerkForest05,progression,Attribute,,{cvar(TimerForest_HH:0)} of 8,{cvar(TimerForest_HH:0)} de 8
reqPerkForest06,progression,Attribute,,{cvar(TimerForest_HH:0)} of 10,{cvar(TimerForest_HH:0)} de 10
reqPerkForest07,progression,Attribute,,{cvar(TimerForest_HH:0)} of 12,{cvar(TimerForest_HH:0)} de 12
reqPerkForest08,progression,Attribute,,{cvar(TimerForest_HH:0)} of 16,{cvar(TimerForest_HH:0)} de 16
reqPerkForest09,progression,Attribute,,{cvar(TimerForest_HH:0)} of 20,{cvar(TimerForest_HH:0)} de 20
reqPerkForest10,progression,Attribute,,{cvar(TimerForest_HH:0)} of 25,{cvar(TimerForest_HH:0)} de 25
perkForestTimerRank1Desc,progression,Skills,,Survive in the forest for 1 hour,Sobrevive en el bosque durante 1 hora
perkForestTimerRank1LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]1%[-], Wood production increased by [DECEA3]3%[-], Clay production increased by [DECEA3]3%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]1%[-], producción de madera aumentada en un [DECEA3]3%[-], producción de arcilla aumentada en un [DECEA3]3%[-], daño a todos los zombis aumentado en un [DECEA3]3%[-]"
perkForestTimerRank2Desc,progression,Skills,,Survive in the forest for 2 hours,Sobrevive en el bosque durante 2 horas
perkForestTimerRank2LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]2%[-], Wood production increased by [DECEA3]6%[-], Clay production increased by [DECEA3]6%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]2%[-], producción de madera aumentada en un [DECEA3]6%[-], producción de arcilla aumentada en un [DECEA3]6%[-], daño a todos los zombis aumentado en un [DECEA3]6%[-]"
perkForestTimerRank3Desc,progression,Skills,,Survive in the forest for 4 hours,Sobrevive en el bosque durante 4 horas
perkForestTimerRank3LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]3%[-], Wood production increased by [DECEA3]9%[-], Clay production increased by [DECEA3]9%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]3%[-], producción de madera aumentada en un [DECEA3]9%[-], producción de arcilla aumentada en un [DECEA3]9%[-], daño a todos los zombis aumentado en un [DECEA3]9%[-]"
perkForestTimerRank4Desc,progression,Skills,,Survive in the forest for 6 hours,Sobrevive en el bosque durante 6 horas
perkForestTimerRank4LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]4%[-], Wood production increased by [DECEA3]12%[-], Clay production increased by [DECEA3]12%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]4%[-], producción de madera aumentada en un [DECEA3]12%[-], producción de arcilla aumentada en un [DECEA3]12%[-], daño a todos los zombis aumentado en un [DECEA3]12%[-]"
perkForestTimerRank5Desc,progression,Skills,,Survive in the forest for 8 hours,Sobrevive en el bosque durante 8 horas
perkForestTimerRank5LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]5%[-], Wood production increased by [DECEA3]15%[-], Clay production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]5%[-], producción de madera aumentada en un [DECEA3]15%[-], producción de arcilla aumentada en un [DECEA3]15%[-], daño a todos los zombis aumentado en un [DECEA3]15%[-]"
perkForestTimerRank6Desc,progression,Skills,,Survive in the forest for 10 hours,Sobrevive en el bosque durante 10 horas
perkForestTimerRank6LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]6%[-], Wood production increased by [DECEA3]18%[-], Clay production increased by [DECEA3]18%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]6%[-], producción de madera aumentada en un [DECEA3]18%[-], producción de arcilla aumentada en un [DECEA3]18%[-], daño a todos los zombis aumentado en un [DECEA3]18%[-]"
perkForestTimerRank7Desc,progression,Skills,,Survive in the forest for 12 hours,Sobrevive en el bosque durante 12 horas
perkForestTimerRank7LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]7%[-], Wood production increased by [DECEA3]21%[-], Clay production increased by [DECEA3]21%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]7%[-], producción de madera aumentada en un [DECEA3]21%[-], producción de arcilla aumentada en un [DECEA3]21%[-], daño a todos los zombis aumentado en un [DECEA3]21%[-]"
perkForestTimerRank8Desc,progression,Skills,,Survive in the forest for 16 hours,Sobrevive en el bosque durante 16 horas
perkForestTimerRank8LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]8%[-], Wood production increased by [DECEA3]24%[-], Clay production increased by [DECEA3]24%[-], Damage to all zombies increased by [DECEA3]24%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]8%[-], producción de madera aumentada en un [DECEA3]24%[-], producción de arcilla aumentada en un [DECEA3]24%[-], daño a todos los zombis aumentado en un [DECEA3]24%[-]"
perkForestTimerRank9Desc,progression,Skills,,Survive in the forest for 20 hours,Sobrevive en el bosque durante 20 horas
perkForestTimerRank9LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]9%[-], Wood production increased by [DECEA3]27%[-], Clay production increased by [DECEA3]27%[-], Damage to all zombies increased by [DECEA3]27%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]9%[-], producción de madera aumentada en un [DECEA3]27%[-], producción de arcilla aumentada en un [DECEA3]27%[-], daño a todos los zombis aumentado en un [DECEA3]27%[-]"
perkForestTimerRank10Desc,progression,Skills,,Survive in the forest for 25 hours,Sobrevive en el bosque durante 25 horas
perkForestTimerRank10LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]10%[-], Wood production increased by [DECEA3]30%[-], Clay production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FORESTER[-]\nIncreases the amount of honey obtained by [DECEA3]2[-] times, and also increases the amount of resources when cutting animals by [DECEA3]50%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]10%[-], producción de madera aumentada en un [DECEA3]30%[-], producción de arcilla aumentada en un [DECEA3]30%[-], daño a todos los zombis aumentado en un [DECEA3]30%[-]\n\n[DECEA3]HABILIDAD DE BONIFICACIÓN (EN TODAS PARTES)[-] [FFB800]GUARDA FORESTAL[-]\nAumenta la cantidad de miel obtenida en [DECEA3]2[-] veces, y también aumenta la cantidad de recursos al cortar animales en un [DECEA3]50%[-]"
perkBurntTimerName,progression,perk,,Burnt,Quemado
perkBurntTimerDesc,progression,perk,,"It's not easy to get used to constant smoke. But it's only a matter of time.\nThe more time you spend in the burnt biome, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]","No es fácil acostumbrarse al humo constante. Pero es solo cuestión de tiempo.\nCuanto más tiempo pases en el bioma quemado, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]"
Burnt_LevelUP,UI,Tooltip,,Increased passive skill: Burnt,Habilidad pasiva aumentada: Quemado
reqPerkBurnt01,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 1,{cvar(TimerBurnt_HH:0)} de 1
reqPerkBurnt02,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 2,{cvar(TimerBurnt_HH:0)} de 2
reqPerkBurnt03,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 4,{cvar(TimerBurnt_HH:0)} de 4
reqPerkBurnt04,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 6,{cvar(TimerBurnt_HH:0)} de 6
reqPerkBurnt05,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 8,{cvar(TimerBurnt_HH:0)} de 8
reqPerkBurnt06,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 10,{cvar(TimerBurnt_HH:0)} de 10
reqPerkBurnt07,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 12,{cvar(TimerBurnt_HH:0)} de 12
reqPerkBurnt08,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 16,{cvar(TimerBurnt_HH:0)} de 16
reqPerkBurnt09,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 20,{cvar(TimerBurnt_HH:0)} de 20
reqPerkBurnt10,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 25,{cvar(TimerBurnt_HH:0)} de 25
perkBurntTimerRank1Desc,progression,Skills,,Survive in the burnt biome for 1 hour,Sobrevive en el bioma quemado durante 1 hora
perkBurntTimerRank1LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]1%[-], Potassium Nitrate production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]1%[-], producción de nitrato de potasio aumentada en un [DECEA3]5%[-], daño a todos los zombis aumentado en un [DECEA3]3%[-]"
perkBurntTimerRank2Desc,progression,Skills,,Survive in the burnt biome for 2 hours,Sobrevive en el bioma quemado durante 2 horas
perkBurntTimerRank2LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]2%[-], Potassium Nitrate production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]2%[-], producción de nitrato de potasio aumentada en un [DECEA3]10%[-], daño a todos los zombis aumentado en un [DECEA3]6%[-]"
perkBurntTimerRank3Desc,progression,Skills,,Survive in the burnt biome for 4 hours,Sobrevive en el bioma quemado durante 4 horas
perkBurntTimerRank3LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]3%[-], Potassium Nitrate production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]3%[-], producción de nitrato de potasio aumentada en un [DECEA3]15%[-], daño a todos los zombis aumentado en un [DECEA3]9%[-]"
perkBurntTimerRank4Desc,progression,Skills,,Survive in the burnt biome for 6 hours,Sobrevive en el bioma quemado durante 6 horas
perkBurntTimerRank4LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]4%[-], Potassium Nitrate production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]4%[-], producción de nitrato de potasio aumentada en un [DECEA3]20%[-], daño a todos los zombis aumentado en un [DECEA3]12%[-]"
perkBurntTimerRank5Desc,progression,Skills,,Survive in the burnt biome for 8 hours,Sobrevive en el bioma quemado durante 8 horas
perkBurntTimerRank5LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]5%[-], Potassium Nitrate production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]5%[-], producción de nitrato de potasio aumentada en un [DECEA3]25%[-], daño a todos los zombis aumentado en un [DECEA3]15%[-]"
perkBurntTimerRank6Desc,progression,Skills,,Survive in the burnt biome for 10 hours,Sobrevive en el bioma quemado durante 10 horas
perkBurntTimerRank6LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]6%[-], Potassium Nitrate production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]6%[-], producción de nitrato de potasio aumentada en un [DECEA3]30%[-], daño a todos los zombis aumentado en un [DECEA3]18%[-]"
perkBurntTimerRank7Desc,progression,Skills,,Survive in the burnt biome for 12 hours,Sobrevive en el bioma quemado durante 12 horas
perkBurntTimerRank7LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]7%[-], Potassium Nitrate production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]7%[-], producción de nitrato de potasio aumentada en un [DECEA3]35%[-], daño a todos los zombis aumentado en un [DECEA3]21%[-]"
perkBurntTimerRank8Desc,progression,Skills,,Survive in the burnt biome for 16 hours,Sobrevive en el bioma quemado durante 16 horas
perkBurntTimerRank8LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]8%[-], Potassium Nitrate production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]8%[-], producción de nitrato de potasio aumentada en un [DECEA3]40%[-], daño a todos los zombis aumentado en un [DECEA3]24%[-], daño a minijefes aumentado en un [DECEA3]10%[-]"
perkBurntTimerRank9Desc,progression,Skills,,Survive in the burnt biome for 20 hours,Sobrevive en el bioma quemado durante 20 horas
perkBurntTimerRank9LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]9%[-], Potassium Nitrate production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]9%[-], producción de nitrato de potasio aumentada en un [DECEA3]45%[-], daño a todos los zombis aumentado en un [DECEA3]27%[-], daño a minijefes aumentado en un [DECEA3]20%[-]"
