Key,Source,Context,Changes,English,Russian
meleeWpnBladeT5MacheteIndiana,items,Melee,,Machete [FFB800]Indiana[-],Мачете [FFB800]«Индиана»[-]
meleeWpnBladeT5MacheteIndianaDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]50%[-].\nCut, cut, cut...\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary)[-]","Получаемый опыт за убийство противников увеличен на [DECEA3]50%[-].\nРезать, резать, резать...\n\nПри экипировке полным комплектом брони [FFB800]«Расхититель»[-]\nМаксимальное количество эффектов от способности [DECEA3]Накопление злости[-] увеличено до [DECEA3]10[-]. Также при нанесении противникам [DECEA3]Ужасных ран[-] урон от кровотечения суммируется до [DECEA3]5 раз[-] за каждый полученный удар по цели.\n\n[DECEA3]Ремонтируется ремонтным набором (легендарным)[-]"
IndianaLegCrisis,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Crisis[-],Мачете [FFB800]«Индиана»[-] [F0B18A]- Кризис[-]
IndianaLegCrisisDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Crisis[-] - Any hit has a [DECEA3]25%[-] chance to deal an additional [DECEA3]200%[-] damage.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]","Получаемый опыт за убийство противников увеличен на [DECEA3]75%[-].\nРезать, резать, резать...\n\n[F0B18A]Кризис[-] - Любой удар имеет шанс [DECEA3]25%[-] нанести дополнительно [DECEA3]200%[-] урона.\n\nПри экипировке полным комплектом брони [FFB800]«Расхититель»[-]\nМаксимальное количество эффектов от способности [DECEA3]Накопление злости[-] увеличено до [DECEA3]10[-]. Также при нанесении противникам [DECEA3]Ужасных ран[-] урон от кровотечения суммируется до [DECEA3]5 раз[-] за каждый полученный удар по цели.\n\n[DECEA3]Ремонтируется ремонтным набором (легендарным)[-]"
IndianaLegCrusher,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Crusher[-],Мачете [FFB800]«Индиана»[-] [F0B18A]- Крошитель[-]
IndianaLegCrusherDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Crusher[-] - Insane damage but lower attack speed.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]","Получаемый опыт за убийство противников увеличен на [DECEA3]75%[-].\nРезать, резать, резать...\n\n[F0B18A]Крошитель[-] - Безумный урон, но меньше скорость атаки.\n\nПри экипировке полным комплектом брони [FFB800]«Расхититель»[-]\nМаксимальное количество эффектов от способности [DECEA3]Накопление злости[-] увеличено до [DECEA3]10[-]. Также при нанесении противникам [DECEA3]Ужасных ран[-] урон от кровотечения суммируется до [DECEA3]5 раз[-] за каждый полученный удар по цели.\n\n[DECEA3]Ремонтируется ремонтным набором (легендарным)[-]"
IndianaLegMasterpiece,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Masterpiece[-],Мачете [FFB800]«Индиана»[-] [F0B18A]- Шедевр[-]
IndianaLegMasterpieceDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Masterpiece[-] - Allows you to develop masterful weapon handling. Every [DECEA3]50[-] enemies killed increases the bonus by 1 level (max 100). Each level increases damage and attack speed by [DECEA3]1%[-] Current level: [DECEA3]{cvar(.IndianaMasterBonus:0)}[-].\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]","Получаемый опыт за убийство противников увеличен на [DECEA3]75%[-].\nРезать, резать, резать...\n\n[F0B18A]Шедевр[-] - Позволяет развивать шедевральное обращение с оружием. Каждые [DECEA3]50[-] убитых противников увеличивают бонус на [DECEA3]1[-] уровень (макс 100). Каждый уровень увеличивает урон и скорость атаки на [DECEA3]1%[-]. Текущий уровень: [DECEA3]{cvar(.IndianaMasterBonus:0)}[-].\n\nПри экипировке полным комплектом брони [FFB800]«Расхититель»[-]\nМаксимальное количество эффектов от способности [DECEA3]Накопление злости[-] увеличено до [DECEA3]10[-]. Также при нанесении противникам [DECEA3]Ужасных ран[-] урон от кровотечения суммируется до [DECEA3]5 раз[-] за каждый полученный удар по цели.\n\n[DECEA3]Ремонтируется ремонтным набором (легендарным)[-]"
IndianaLegGuardian,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Guardian[-],Мачете [FFB800]«Индиана»[-] [F0B18A]- Хранитель[-]
IndianaLegGuardianDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Guardian[-] - If your health is below [DECEA3]200[-], killing an enemy will restore [DECEA3]50[-] health; if below [DECEA3]100[-], it will restore [DECEA3]100[-] health. Cooldown: [DECEA3]12[-] seconds.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]","Получаемый опыт за убийство противников увеличен на [DECEA3]75%[-].\nРезать, резать, резать...\n\n[F0B18A]Хранитель[-] - Если запас здоровья ниже [DECEA3]200[-], убийство противника восстановит [DECEA3]50[-] здоровья; если ниже [DECEA3]100[-] — восстановит [DECEA3]100[-] здоровья. Перезарядка: [DECEA3]12[-] секунд.\n\nПри экипировке полным комплектом брони [FFB800]«Расхититель»[-]\nМаксимальное количество эффектов от способности [DECEA3]Накопление злости[-] увеличено до [DECEA3]10[-]. Также при нанесении противникам [DECEA3]Ужасных ран[-] урон от кровотечения суммируется до [DECEA3]5 раз[-] за каждый полученный удар по цели.\n\n[DECEA3]Ремонтируется ремонтным набором (легендарным)[-]"
IndianaLegSurgeon,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Surgeon[-],Мачете [FFB800]«Индиана»[-] [F0B18A]- Хирург[-]
IndianaLegSurgeonDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Surgeon[-] - The amount of resources and mutation samples obtained is increased by [DECEA3]100%[-] after killing an enemy for [DECEA3]3[-] seconds.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]","Получаемый опыт за убийство противников увеличен на [DECEA3]75%[-].\nРезать, резать, резать...\n\n[F0B18A]Хирург[-] - Количество ресурсов и образцов мутаций увеличено на [DECEA3]100%[-] после убийства противника на [DECEA3]3[-] секунды.\n\nПри экипировке полным комплектом брони [FFB800]«Расхититель»[-]\nМаксимальное количество эффектов от способности [DECEA3]Накопление злости[-] увеличено до [DECEA3]10[-]. Также при нанесении противникам [DECEA3]Ужасных ран[-] урон от кровотечения суммируется до [DECEA3]5 раз[-] за каждый полученный удар по цели.\n\n[DECEA3]Ремонтируется ремонтным набором (легендарным)[-]"
RushOn,buffs,Buff,,Ready,Готов
MausClawsRushReloadName,buffs,buff,,Recharging Furious Dash,Перезарядка яростного рывка
MausClawsRushReloadIncDesc,buffs,Buff,,Charge cooldown. Wait for it to complete before using the ability.\n\n[DECEA3]Duration: 5 seconds[-],"Перезарядка рывка. Дождитесь её завершения, чтобы использовать способность.\n\n[DECEA3]Длительность: 5 секунд[-]"
MausClawsNormalName,buffs,buff,,Furious Dash available,Доступен яростный рывок
MausClawsNormalIncDesc,buffs,Buff,,Furious Dash is available. Start running to activate the ability.,"Доступен яростный рывок. Начните бег, чтобы активировать способность."
MausClawsRushName,buffs,buff,,Furious Dash,Яростный рывок
MausClawsRushIncDesc,buffs,Buff,,Furious Dash is active. You are under the effect of the charge bonus.\n\n[DECEA3]Duration: 5 seconds[-],Яростный рывок активен. Вы находитесь под действием бонуса от рывка.\n\n[DECEA3]Длительность: 5 секунд[-]
meleeWpnGardenKnife,items,Melee,,Garden knife,Садовый нож
meleeWpnGardenKnifeDesc,items,Melee,,"This knife is difficult to kill zombies with, but it has no equal when it comes to harvesting crops.","Этим ножом сложно убить зомби, но в сборе урожая ему нет равных."
meleeToolAxeT4ChainsawImp,items,Tool,,Chainsaw [DECEA3]Improved[-],Бензопила [DECEA3]Улучшенная[-]
meleeToolAxeT4ChainsawImpDesc,items,Gun,,Improved chainsaw.\nIncreased block damage and speed. Increases the number of mods that can be installed.\nThe perfect tool for harvesting wood.\n\n[DECEA3]Repair requires repair kit (improved)[-],Улучшенная бензопила.\nУвеличены урон по блоку и скорость работы. Увеличивает количество устанавливаемых модов.\nИдеальный инструмент для заготовки древесины.\n\n[DECEA3]Ремонтируется ремонтным набором (улучшенным)[-]
meleeToolPickT4AugerImp,items,Tool,,Auger [DECEA3]Improved[-],Бур [DECEA3]Улучшенный[-]
meleeToolPickT4AugerImpDesc,items,Gun,,Improved auger.\nIncreased block damage and speed. Increases the number of mods that can be installed.\nIt is now much easier to extract resources from the mine.\n\n[DECEA3]Repair requires repair kit (improved)[-],Улучшенный бур.\nУвеличены урон по блоку и скорость работы. Увеличивает количество устанавливаемых модов.\nДобывать ресурсы в шахте теперь значительно проще.\n\n[DECEA3]Ремонтируется ремонтным набором (улучшенным)[-]
meleeToolSalvageT4ImpactDriverImp,items,Tool,,Impact Driver [DECEA3]Improved[-],Шуруповерт [DECEA3]Улучшенный[-]
meleeToolSalvageT4ImpactDriverImpDesc,items,Gun,,Improved Impact Driver.\nExperience gained from disassembling has been increased by [DECEA3]15%[-].\nIncreased block damage and speed. Increases the number of mods that can be installed.\nDismantle all the cars in the area in a couple of clicks.\n\n[DECEA3]Repair requires repair kit (improved)[-],Улучшенный шуруповерт.\nПолучаемый опыт за разбор увеличен на [DECEA3]15%[-].\nУвеличены урон по блоку и скорость работы. Увеличивает количество устанавливаемых модов.\nРазберите все машины в округе за пару нажатий.\n\n[DECEA3]Ремонтируется ремонтным набором (улучшенным)[-]
meleeToolRepairT4NailgunImp,items,Tool,,Nailgun [DECEA3]Improved[-],Гвоздемет [DECEA3]Улучшенный[-]
meleeToolRepairT4NailgunImpDesc,items,Gun,,Improved nailgun.\nSignificantly increased the speed of upgrading and repairing blocks.\nBuild the city of your dreams.\n\n[DECEA3]Repair requires repair kit (improved)[-],Улучшенный гвоздемет.\nЗначительно увеличена скорость улучшения и ремонта блоков.\nПостройте город своей мечты.\n\n[DECEA3]Ремонтируется ремонтным набором (улучшенным)[-]
meleeToolPickT5AugerReact,items,Tool,,Auger [FFB800]Reactor[-],Бур [FFB800]«Реакторный»[-]
meleeToolPickT5AugerReactDesc,items,Tool,,"Experimental model of a reactor auger.\nAll main indicators have been significantly increased, and advanced mods can be installed. Resource extraction has been increased by [DECEA3]100%[-].\nDoes not consume gasoline during operation — the durability of the tool is its charge, which significantly reduces the chance of drawing unwanted attention during extraction. It can be restored at a charging station or using reactor batteries. There is no better tool for extraction.","Экспериментальная модель реакторного бура.\nВсе основные показатели значительно увеличены, можно устанавливать продвинутые моды. Добыча ресурсов увеличена на [DECEA3]100%[-].\nНе расходует бензин при работе — прочность инструмента это его заряд, что значительно снижает шанс привлечь лишнее внимание во время добычи. Его можно восстановить на зарядной станции или с помощью реакторных батарей.\nЛучшего инструмента для добычи не существует."
meleeToolSalvageT5ImpactDriverReact,items,Tool,,Impact Driver [FFB800]Reactor[-],Шуруповерт [FFB800]«Реакторный»[-]
meleeToolSalvageT5ImpactDriverReactDesc,items,Tool,,"Experimental model of a reactor Impact Driver.\nExperience gained from disassembling has been increased by [DECEA3]30%[-]\nAll main indicators have been significantly increased.\nDoes not consume gasoline during operation and does not make sounds, which significantly reduces the chance of attracting unnecessary attention during extraction. Now the durability of the tool is its charge. It can be restored at a charging station or using reactor batteries.\nDisassembles everything that moves, has moved, or does not move at all.","Экспериментальная модель реакторного шуруповерта.\nПолучаемый опыт за разбор увеличен на [DECEA3]30%[-].\nВсе основные показатели значительно увеличены.\nНе расходует бензин при работе — прочность инструмента это его заряд, что значительно снижает шанс привлечь лишнее внимание во время добычи. Его можно восстановить на зарядной станции или с помощью реакторных батарей.\nРазбирает всё, что движется, двигалось или не движется вовсе."
gunBotJunkTurretImp,items,Melee,,[DECEA3]Improved[-] Auto Turret,[DECEA3]Улучшенная[-] роботизированная пушка
gunBotJunkTurretImpDesc,items,Melee,,The improved automated turret is the best friend in the wasteland. Increased ammo capacity and all base stats. Allows the use of [5AFF75](Depleted Uranium)[-] ammo and slows down any enemy by [DECEA3]30%[-] when hit.\nAll base stats have been significantly increased.\nSet it and forget it.\n\n[DECEA3]Repairable with an improved repair kit[-],"Улучшенная роботизированная пушка — лучший друг в пустоши. Увеличены запас боеприпасов и все базовые показатели. Позволяет использовать боеприпасы [5AFF75](Обедненный уран)[-], а также при попадании замедляет любого противника на [DECEA3]30%[-].\nВсе базовые показатели значительно увеличены.\nУстановил и забыл.\n\n[DECEA3]Ремонтируется улучшенным ремонтным набором[-]"
gunBotJunkSledgeImp,entityclasses,Entity,,[FFB800]Reactor[-] hammer,[FFB800]«Реакторный»[-] молот
gunBotJunkSledgeImpDesc,items,Melee,,"This reactor-powered robotic hammer can turn any target into a cutlet. Thanks to the reactor's capabilities, all main characteristics have been significantly increased.\nSet it down and enjoy the carnage.\n\n[DECEA3]Repair requires repair kit (improved)[-]",Реакторный роботизированный молот способен превратить любую цель в отбивную. Благодаря возможностям реактора все основные характеристики значительно увеличены.\nУстановите его и наблюдайте за результатом.\n\n[DECEA3]Ремонтируется ремонтным набором (улучшенным)[-]
junkTurretGunImp,entityclasses,Entity,,[DECEA3]Improved[-] Auto Turret,[DECEA3]Улучшенная[-] роботизированная пушка
masterDemolitionistSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Demolitionist master»,[DECEA3]Журнал:[-] «Мастер подрывник»
masterDemolitionistSkillMagazineDesc,items,item,,"In magazines about explosives, you can find short articles about how people independently improve various types of explosives.\n\nHaving collected a sufficient number of articles, you will be able to create new types of explosives and weapons.","В журналах о взрывчатке можно найти небольшие статьи о том, как люди самостоятельно улучшают различные виды взрывчатки.\n\nСобрав достаточное количество статей, вы сможете создавать новые виды взрывчатки и оружия."
masterRoboticsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Robotics master»,[DECEA3]Журнал:[-] «Мастер робототехники»
masterRoboticsSkillMagazineDesc,items,item,,"In robotics magazines you can find short articles about how people improve different types of turrets on their own.\n\nOnce you have collected enough articles, you will be able to improve turrets and create modifications for them.","В журналах о робототехнике можно найти небольшие статьи о том, как люди самостоятельно улучшают различные виды турелей.\n\nСобрав достаточное количество статей, вы сможете улучшать турели и создавать модификации для них."
masterMachineGunsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Machine Gun master»,[DECEA3]Журнал:[-] «Мастер пулеметов»
masterMachineGunsSkillMagazineDesc,items,item,,"In magazines about assault weapons, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you will be able to improve machine guns or create experimental models.","В журналах о штурмовом оружии можно найти небольшие статьи о том, как люди самостоятельно улучшают заводское оружие.\n\nСобрав достаточное количество статей, вы сможете улучшать пулеметы или создавать экспериментальные модели."
MasterShotgunsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Shotguns master»,[DECEA3]Журнал:[-] «Мастер дробовиков»
MasterShotgunsSkillMagazineDesc,items,item,,"In magazines about shotguns, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you can improve shotguns or create experimental models.","В журналах о дробовиках можно найти небольшие статьи о том, как люди самостоятельно улучшают заводское оружие.\n\nСобрав достаточное количество статей, вы сможете улучшать дробовики или создавать экспериментальные модели."
MasterRiflesSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Rifles master»,[DECEA3]Журнал:[-] «Мастер винтовок»
MasterRiflesSkillMagazineDesc,items,item,,"In magazines about the world of rifles, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you can improve sniper rifles or create experimental models.","В журналах о мире винтовок можно найти небольшие статьи о том, как люди самостоятельно улучшают заводское оружие.\n\nСобрав достаточное количество статей, вы сможете улучшать снайперские винтовки или создавать экспериментальные модели."
MasterHandgunsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Handguns master»,[DECEA3]Журнал:[-] «Мастер ручного оружия»
MasterHandgunsSkillMagazineDesc,items,item,,"In magazines about hand weapons, you can find small articles on how people independently improve factory models of weapons.\n\nHaving collected a sufficient number of articles, you can improve automatic pistols or create experimental models.","В журналах о ручном оружии можно найти небольшие статьи о том, как люди самостоятельно улучшают заводские модели оружия.\n\nСобрав достаточное количество статей, вы сможете улучшать автоматические пистолеты или создавать экспериментальные модели."
MasterBowsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Archery master»,[DECEA3]Журнал:[-] «Мастер стрельбы из лука»
MasterBowsSkillMagazineDesc,items,item,,"In archery enthusiasts' magazines, you can find small articles on how people improve their weapons on their own.\n\nHaving collected a sufficient number of articles, you can improve your bow and crossbow, or create experimental models.","В журналах любителей стрельбы из лука можно найти небольшие статьи о том, как люди самостоятельно улучшают своё оружие.\n\nСобрав достаточное количество статей, вы сможете улучшать свой лук и арбалет или создавать экспериментальные модели."
MasterWorkstationsMagazine,items,item,,[DECEA3]Magazine:[-] «Workstations master»,[DECEA3]Журнал:[-] «Мастер рабочих станций»
MasterWorkstationsMagazineDesc,items,item,,"You have learned how to create any workstations. But there are articles from experts that tell how to improve them.\n\nHaving collected a sufficient number of articles, you will be able to improve your stations and create useful tools for them.","Вы научились создавать любые рабочие станции. Но есть статьи экспертов, которые рассказывают, как их можно улучшить.\n\nСобрав достаточное количество статей, вы сможете улучшать свои станции и создавать для них полезные инструменты."
MasterToolsMagazine,items,item,,[DECEA3]Magazine:[-] «Tools master»,[DECEA3]Журнал:[-] «Мастер инструментов»
MasterToolsMagazineDesc,items,item,,"Learning how to create tools is not that difficult. It is difficult to understand how to improve them. Some magazines have articles on how to do this.\n\nHaving collected enough articles, you will be able to improve your tools and create experimental ones.\n\n[DECEA3]Requires Advanced Engineering Lv.5[-]","Научиться создавать инструменты не так сложно. Сложно понять, как их улучшить. В некоторых журналах есть статьи, как это можно сделать.\n\nСобрав достаточное количество статей, вы сможете улучшать свои инструменты и создавать экспериментальные.\n\n[DECEA3]Требуется «Продвинутое проектирование» ур.5[-]"
MasterBuildingMagazine,items,item,,[DECEA3]Magazine:[-] «Building master»,[DECEA3]Журнал:[-] «Мастер строительства»
MasterBuildingMagazineDesc,items,item,,"Learn how to create professional construction tools. You will also learn how to create decorative elements of any complexity.\n\nHaving collected a sufficient number of articles, you will be able to add unique design to your buildings.","Научитесь создавать профессиональный строительный инструмент. Вы также научитесь создавать элементы декора любой сложности.\n\nСобрав достаточное количество статей, вы сможете добавлять уникальное оформление своим постройкам."
MasterElectricianMagazine,items,item,,[DECEA3]Magazine:[-] «Electrician master»,[DECEA3]Журнал:[-] «Мастер электрик»
MasterElectricianMagazineDesc,items,item,,"Professional electricians sometimes leave notes on how to create complex mechanisms with your own hands. There are also notes on experimental energy sources.\n\nHaving collected a sufficient number of articles, you will be able to create complex electrical devices and energy sources.\n\n[DECEA3]Requires Advanced Engineering Lv.5[-]","Профессиональные электрики иногда оставляют заметки о том, как можно создать своими руками сложные механизмы. Также попадаются заметки про экспериментальные источники энергии.\n\nСобрав достаточное количество статей, вы сможете создавать сложные электроприборы и источники энергии.\n\n[DECEA3]Требуется «Продвинутое проектирование» ур.5[-]"
MasterTrapsMagazine,items,item,,[DECEA3]Magazine:[-] «Traps master»,[DECEA3]Журнал:[-] «Мастер ловушек»
MasterTrapsMagazineDesc,items,item,,"Professional hunters sometimes leave notes on how to create complex traps with your own hands.\n\nOnce you have collected enough articles, you will be able to create complex traps that can hold back any horde.\n\n[DECEA3]Requires Advanced Engineering Lv.5[-]","Профессиональные охотники иногда оставляют заметки о том, как можно создать своими руками сложные ловушки.\n\nСобрав достаточное количество статей, вы сможете создавать сложные ловушки, способные сдержать любую орду.\n\n[DECEA3]Требуется «Продвинутое проектирование» ур.5[-]"
MasterHeavyMeleeWeaponMagazine,items,item,,[DECEA3]Magazine:[-] «Master of heavy melee weapons»,[DECEA3]Журнал:[-] «Мастер тяжёлого оружия ближнего боя»
MasterHeavyMeleeWeaponMagazineDesc,items,item,,"It is not so easy to create a strong weapon for close combat, especially for heavy types. Only a few know the secrets of creating a truly powerful weapon. You can find notes about this in magazines.\n\nHaving collected a sufficient number of articles, you will be able to improve sledgehammers, clubs and spears, or create legendary ones.","Создать крепкое оружие для ближнего боя не так просто, тем более для тяжёлых видов. Только единицы знают секреты создания по-настоящему мощного оружия. Заметки об этом вы можете найти в журналах.\n\nСобрав достаточное количество статей, вы сможете улучшать кувалды, дубины и копья, или создавать легендарные."
MasterLightMeleeWeaponMagazine,items,item,,[DECEA3]Magazine:[-] «Master of light melee weapons»,[DECEA3]Журнал:[-] «Мастер легкого оружия ближнего боя»
MasterLightMeleeWeaponMagazineDesc,items,item,,"A weapon for killing zombies should not only be light, but also convenient. How to make knives and brass knuckles with maximum balance is sometimes written in thematic magazines. And if you add a little electricity... Try it, and the result will definitely please you. You can find notes about this in magazines.\n\nHaving collected a sufficient number of articles, you will be able to improve brass knuckles, machetes and a stun baton, or create legendary ones.","Оружие для убийства зомби должно быть не только лёгким, но и удобным. Как сделать максимально сбалансированные ножи и кастеты, иногда пишут в тематических журналах. А если добавить немного электричества... Попробуйте, и результат вас однозначно порадует. Заметки об этом вы можете найти в журналах.\n\nСобрав достаточное количество статей, вы сможете улучшать кастеты, мачете и оглушающий жезл, или создавать легендарные."
MasterKitchenMagazine,items,item,,[DECEA3]Magazine:[-] «Kitchen master»,[DECEA3]Журнал:[-] «Мастер кухни»
MasterKitchenMagazineDesc,items,item,,"How difficult it is when you need to eat and drink a lot of tasty things for one task. And you also need to understand how long it will work. In books about food, you can learn how to create food sets.\n\nHaving collected a sufficient number of articles, you will be able to create new elixirs.","Как же сложно, когда для одной задачи нужно съесть и выпить много всего вкусного. Да ещё и нужно понимать, как долго это будет действовать. В книгах о еде можно узнать, как можно создавать наборы еды.\n\nСобрав достаточное количество статей, вы сможете создавать новые эликсиры."
MasterChemistMagazine,items,item,,[DECEA3]Magazine:[-] «Master chemist»,[DECEA3]Журнал:[-] «Мастер химик»
MasterChemistMagazineDesc,items,item,,"Not all drugs can cure — some can even kill. In medical journals, you can often find articles about what can and cannot be mixed with what. A huge field for experiments.\n\nHaving collected a sufficient number of articles, you will be able to create new experimental drugs.","Не все препараты могут вылечить — некоторые могут и убить. В медицинских журналах часто можно встретить статьи о том, что с чем можно или нельзя смешивать. Огромное поле для экспериментов.\n\nСобрав достаточное количество статей, вы сможете создавать новые экспериментальные препараты."
MasterFarmerMagazine,items,item,,[DECEA3]Magazine:[-] «Master farmer»,[DECEA3]Журнал:[-] «Мастер фермер»
MasterFarmerMagazineDesc,items,item,,"A good farmer can grow crops in any weather. A master farmer can create new varieties of crops that are not affected by any weather. In books on farming, you can learn how to conduct plant selection and get the perfect variety.\n\nHaving collected a sufficient number of articles, you will be able to conduct regular and advanced selection at the farmer's station.\n\n[DECEA3]Unlocks with the Farming and Agriculture skill level 3[-]","Хороший фермер может вырастить урожай в любую погоду. Мастер фермер может создавать новые сорта культур, которым нипочём любая непогода. В книгах о фермерстве можно узнать, как провести селекцию растений и получить идеальный сорт.\n\nСобрав достаточное количество статей, вы сможете проводить обычную и продвинутую селекцию на станции фермера.\n\n[DECEA3]Открывается на 3 уровне навыка «Фермерство и земледелие»[-]"
MasterArmorMagazine,items,item,,[DECEA3]Magazine:[-] «Armor master»,[DECEA3]Журнал:[-] «Мастер брони»
MasterArmorMagazineDesc,items,item,,"Good armor is the key to long-term survival. In books about ammunition, you can learn how to create sets of experimental armor, as well as how to create new, more advanced modifications.\n\nHaving collected a sufficient number of articles, you will be able to create experimental armor and improved modifications.","Хорошая броня — залог длительного выживания. В книгах об амуниции можно узнать, как создавать наборы экспериментальной брони, а также как создавать новые, более совершенные модификации.\n\nСобрав достаточное количество статей, вы сможете создавать экспериментальную броню и улучшенные модификации."
MasterVehicleMagazine,items,item,,[DECEA3]Magazine:[-] «Mechanic master»,[DECEA3]Журнал:[-] «Мастер механик»
MasterVehicleMagazineDesc,items,item,,"Experienced mechanics know how to turn any tin can into a real beast. In books for auto mechanics, you can learn how to create advanced modifications.\n\nHaving collected enough articles, you will be able to create advanced modifications for your vehicle.","Опытные механики знают, как превратить любую консервную банку в настоящего зверя. В книгах для автомехаников можно узнать, как создавать продвинутые модификации.\n\nСобрав достаточное количество статей, вы сможете создавать продвинутые модификации для вашего транспорта."
attmaster,progression,Attribute,,Master skills,Навыки мастера
bowsT1,progression,Attribute,,Improved bows and crossbows,Улучшенные луки и арбалеты
MasterDemolitionistName,progression,Attribute,,Master demolitionist,Мастер подрывник
MasterDemolitionistDesc,progression,Attribute,,Crafting skill [DECEA3]Explosives Lv.100[-] allows you to craft [DECEA3]Master Demolitionist[-] magazines.\nReading these magazines unlocks new types of explosives and an advanced grenade launcher.,Навык изготовления [DECEA3]Взрывчатка ур.100[-] позволяет создавать журналы [DECEA3]«Мастер подрывник»[-].\nЧтение этих журналов открывает новые типы взрывчатки и продвинутый гранатомёт.
MasterMachineGunsName,progression,Attribute,,Master Machine Gun,Мастер пулеметчик
MasterMachineGunsDesc,progression,Attribute,,"Crafting skill [DECEA3]Machine Guns Lv.100[-] allows you to create [DECEA3]Machine Gun Master[-] magazines.\nReading these magazines will allow you to improve or create unique and rare machine guns, and modifications for them.",Навык изготовления [DECEA3]Пулеметы ур.100[-] позволяет создавать журналы [DECEA3]«Мастер пулеметчик»[-].\nЧтение этих журналов позволит улучшать или создавать уникальные и редкие пулеметы и модификации к ним.
MasterCraftingShotgunName,progression,Attribute,,Shotgun master,Мастер дробовиков
MasterCraftingShotgunDesc,progression,Attribute,,"Crafting skill [DECEA3]Shotguns Lv.100[-] allows you to create [DECEA3]Shotgun Master[-] magazines.\nReading these magazines will allow you to improve or create unique and rare shotguns, and modifications for them.",Навык изготовления [DECEA3]Дробовики ур.100[-] позволяет создавать журналы [DECEA3]«Мастер дробовиков»[-].\nЧтение этих журналов позволит улучшать или создавать уникальные и редкие дробовики и модификации к ним.
MasterCraftingRifleName,progression,Attribute,,Rifle master,Мастер винтовок
