Key,Source,Context,Changes,English,Polish
reqPerfectLevel08,progression,Attribute,,Perfection Level 8,Poziom doskonałości 8
reqPerfectLevel09,progression,Attribute,,Perfection Level 9,Poziom doskonałości 9
reqPerfectLevel10,progression,Attribute,,Perfection Level 10,Poziom doskonałości 10
reqPlayerLevel100,progression,Attribute,,Character Level 100,Poziom postaci 100
reqPlayerLevel200,progression,Attribute,,Character Level 200,Poziom postaci 200
reqPlayerLevel300,progression,Attribute,,Character Level 300,Poziom postaci 300
reqPlayerLevel400,progression,Attribute,,Character Level 400,Poziom postaci 400
reqPlayerLevel500,progression,Attribute,,Character Level 500,Poziom postaci 500
reqPlayerLevel600,progression,Attribute,,Character Level 600,Poziom postaci 600
reqPlayerLevel700,progression,Attribute,,Character Level 700,Poziom postaci 700
reqPlayerLevel800,progression,Attribute,,Character Level 800,Poziom postaci 800
reqPlayerLevel900,progression,Attribute,,Character Level 900,Poziom postaci 900
reqPlayerLevel1000,progression,Attribute,,Character Level 1000,Poziom postaci 1000
skillSelfDevelopName,progression,Skills,,Skills Self Development,Samorozwój umiejętności
perkLearningAbilityName,progression,perk,,Learning ability,Umiejętność uczenia się
perkLearningAbilityDesc,progression,perk,,"You also need to be able to learn. Developing the skill of learning will allow you to learn faster, and when you master the skills, you will be able to teach others.","Trzeba też umieć się uczyć. Rozwijanie umiejętności uczenia się pozwoli Ci uczyć się szybciej, a gdy opanujesz umiejętności, będziesz mógł uczyć innych."
perkLearningAbilityRank1LongDesc,progression,Skills,,Everything is like in school. Only zombies interfere with homework. Your experience gain is increased by [DECEA3]2.5%[-],"Wszystko jest jak w szkole. Tylko zombie przeszkadzają w odrabianiu zadań domowych. Twoje zdobywane doświadczenie wzrasta o [DECEA3]2,5%[-]"
perkLearningAbilityRank2LongDesc,progression,Skills,,"Ah, student life. Classes, library, parties, girls... and zombies. Your experience gain is increased by [DECEA3]5%[-]","Ach, życie studenckie. Zajęcia, biblioteka, imprezy, dziewczyny... i zombie. Twoje zdobywane doświadczenie wzrasta o [DECEA3]5%[-]"
perkLearningAbilityRank3LongDesc,progression,Skills,,"If it weren't for the apocalypse, you would have become a good engineer. Your experience gain is increased by [DECEA3]7.5%[-]","Gdyby nie apokalipsa, zostałbyś dobrym inżynierem. Twoje zdobywane doświadczenie wzrasta o [DECEA3]7,5%[-]"
perkLearningAbilityRank4LongDesc,progression,Skills,,"You don't have to read a lot to survive the apocalypse. You can, for example, shoot a lot. Your experience gain is increased by [DECEA3]10%[-]","Nie trzeba dużo czytać, żeby przetrwać apokalipsę. Można na przykład dużo strzelać. Twoje zdobywane doświadczenie wzrasta o [DECEA3]10%[-]"
perkLearningAbilityRank5LongDesc,progression,Skills,,"Not everyone likes smart guys, but you don't care. Your experience gain is increased by [DECEA3]12.5%[-]","Nie każdy lubi mądrych facetów, ale ciebie to nie obchodzi. Twoje zdobywane doświadczenie wzrasta o [DECEA3]12,5%[-]"
perkLearningAbilityRank6LongDesc,progression,Skills,,Learned it yourself - teach others. Your experience gain is increased by [DECEA3]15%[-],Sam się tego nauczyłeś – ucz innych. Twoje zdobywane doświadczenie wzrasta o [DECEA3]15%[-]
perkLearningAbilityRank7LongDesc,progression,Skills,,"In laboratories, knowledge is obtained faster. Your experience gain is increased by [DECEA3]17.5%[-]","W laboratoriach wiedzę zdobywa się szybciej. Twoje zdobywane doświadczenie wzrasta o [DECEA3]17,5%[-]"
perkLearningAbilityRank8LongDesc,progression,Skills,,Lover of studying everything thoroughly. Your experience gain is increased by [DECEA3]20%[-],Miłośnik dokładnego studiowania wszystkiego. Twoje zdobywane doświadczenie wzrasta o [DECEA3]20%[-]
perkLearningAbilityRank9LongDesc,progression,Skills,,Smarter than [DECEA3]99%[-]... Your experience gain is increased by [DECEA3]22.5%[-],"Mądrzejszy niż [DECEA3]99%[-]... Twoje zdobywane doświadczenie wzrasta o [DECEA3]22,5%[-]"
perkLearningAbilityRank10LongDesc,progression,Skills,,Learned it yourself - teach others. Allies and party members receive [DECEA3]5%[-] more experience. Your experience gain is increased by [DECEA3]25%[-],Sam się tego nauczyłeś – ucz innych. Sojusznicy i członkowie drużyny otrzymują [DECEA3]5%[-] więcej doświadczenia. Twoje zdobywane doświadczenie wzrasta o [DECEA3]25%[-]
perkLearningAbilityRank1Desc,progression,Skills,,Schoolboy,Uczeń
perkLearningAbilityRank2Desc,progression,Skills,,Student,Student
perkLearningAbilityRank3Desc,progression,Skills,,Excellent student,Znakomity uczeń
perkLearningAbilityRank4Desc,progression,Skills,,Graduate student,Absolwent
perkLearningAbilityRank5Desc,progression,Skills,,Wise guy,Mądrala
perkLearningAbilityRank6Desc,progression,Skills,,Teacher,Nauczyciel
perkLearningAbilityRank7Desc,progression,Skills,,Lab assistant,Asystent laboratoryjny
perkLearningAbilityRank8Desc,progression,Skills,,Scientist,Naukowiec
perkLearningAbilityRank9Desc,progression,Skills,,Doctor of Science,Doktor nauk
perkLearningAbilityRank10Desc,progression,Skills,,Professor,Profesor
perkLooteringName,progression,perk,,Looting,Plądrujący
perkLooteringDesc,progression,perk,,"To find good loot, you need to understand where and why it was hidden. Master the skill of finding rare loot and you will always have something to offer for sale.","Aby znaleźć dobry łup, musisz zrozumieć, gdzie i dlaczego został on ukryty. Opanuj umiejętność wyszukiwania rzadkich łupów, a zawsze będziesz miał coś do zaoferowania na sprzedaż."
perkLooteringRank1LongDesc,progression,Skills,,Look more carefully. Loot search bonus is increased by [DECEA3]1.5%[-],"Przyjrzyj się uważniej. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]1,5%[-]"
perkLooteringRank2LongDesc,progression,Skills,,Collect only the most important. Loot search bonus is increased by [DECEA3]3%[-],"Zbieraj tylko to, co najważniejsze. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]3%[-]"
perkLooteringRank3LongDesc,progression,Skills,,Your trained eye won't miss anything. Loot search bonus is increased by [DECEA3]4.5%[-],"Twoje wytrenowane oko niczego nie przeoczy. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]4,5%[-]"
perkLooteringRank4LongDesc,progression,Skills,,A good thief always knows where to look... Loot search bonus is increased by [DECEA3]6%[-],"Dobry złodziej zawsze wie, gdzie szukać... Premia za wyszukiwanie łupów zwiększa się o [DECEA3]6%[-]"
perkLooteringRank5LongDesc,progression,Skills,,"If you can't find anything, you can just take it away. Loot search bonus is increased by [DECEA3]7.5%[-]","Jeśli nie możesz niczego znaleźć, możesz to po prostu zabrać. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]7,5%[-]"
perkLooteringRank6LongDesc,progression,Skills,,Without good loot you won't rest. Loot search bonus is increased by [DECEA3]9%[-],Bez dobrego łupu nie odpoczniesz. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]9%[-]
perkLooteringRank7LongDesc,progression,Skills,,"Rob, rob, rob... Loot search bonus is increased by [DECEA3]10.5%[-]","Rabuj, rabuj, rabuj... Premia za wyszukiwanie łupów zwiększa się o [DECEA3]10,5%[-]"
perkLooteringRank8LongDesc,progression,Skills,,The experienced thief knows how to get away with it. Loot search bonus is increased by [DECEA3]12%[-],"Doświadczony złodziej wie, jak sobie z tym poradzić. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]12%[-]"
perkLooteringRank9LongDesc,progression,Skills,,Searching for good loot is your main profession. Loot search bonus is increased by [DECEA3]13.5%[-],"Wyszukiwanie dobrych łupów to Twoja główna profesja. Premia za wyszukiwanie łupów została zwiększona o [DECEA3]13,5%[-]"
perkLooteringRank10LongDesc,progression,Skills,,It is impossible to hide anything from you. Loot search bonus is increased by [DECEA3]15%[-],Nie da się niczego przed tobą ukryć. Premia za wyszukiwanie łupów zwiększa się o [DECEA3]15%[-]
perkLooteringRank1Desc,progression,Skills,,Seeker,Poszukiwacz
perkLooteringRank2Desc,progression,Skills,,Collector,Kolektor
perkLooteringRank3Desc,progression,Skills,,Prospector,Poszukiwacz
perkLooteringRank4Desc,progression,Skills,,Thief,Złodziej
perkLooteringRank5Desc,progression,Skills,,Looter,Szabrownik
perkLooteringRank6Desc,progression,Skills,,Loot fanatic,Fanatyk łupów
perkLooteringRank7Desc,progression,Skills,,Robber,Bandyta
perkLooteringRank8Desc,progression,Skills,,Experienced thief,Doświadczony złodziej
perkLooteringRank9Desc,progression,Skills,,Pro Looter,Profesjonalny łupieżca
perkLooteringRank10Desc,progression,Skills,,Safecracker,Kasjer
perkZombieExpertName,progression,perk,,Zombie Expert,Ekspert zombie
perkZombieExpertDesc,progression,perk,,It takes a lot of effort to kill a big beast. Become an expert at killing them and do it much faster.,Zabicie dużej bestii wymaga wiele wysiłku. Zostań ekspertem w ich zabijaniu i rób to znacznie szybciej.
perkZombieExpertRank1LongDesc,progression,Skills,,These running creatures can be quickly calmed down if you know how. Damage to feral zombies increased by [DECEA3]5%[-],"Te biegające stworzenia można szybko uspokoić, jeśli wiesz jak. Zwiększono obrażenia zadawane dzikim zombie o [DECEA3]5%[-]"
perkZombieExpertRank2LongDesc,progression,Skills,,"You understand the weak points of irradiated zombies very well. Damage to feral zombies increased by [DECEA3]10%[-], and to irradiated ones by [DECEA3]5%[-]","Bardzo dobrze rozumiesz słabe punkty napromieniowanych zombie. Obrażenia zadawane dzikim zombie zwiększone o [DECEA3]10%[-], a napromieniowanym o [DECEA3]5%[-]"
perkZombieExpertRank3LongDesc,progression,Skills,,"These creatures are extremely fast and dangerous, but not for you. Damage to feral zombies increased by [DECEA3]15%[-], to irradiated by [DECEA3]10%[-], to charged by [DECEA3]5%[-]\n\n[DECEA3]Unlocks miniboss hunt requests at the Radio Station.[-]","Te stworzenia są niezwykle szybkie i niebezpieczne, ale nie dla ciebie. Obrażenia zadawane dzikim zombie zwiększone o [DECEA3]15%[-], napromieniowane o [DECEA3]10%[-], naładowane o [DECEA3]5%[-]"
perkZombieExpertRank4LongDesc,progression,Skills,,"These are truly the spawn of hell, it's time to send them back. Damage to feral zombies increased by [DECEA3]20%[-], to irradiated by [DECEA3]15%[-], to charged by [DECEA3]10%[-], to hellish by [DECEA3]5%[-]","To naprawdę potomstwo piekła, czas je odesłać. Obrażenia zadawane dzikim zombie zwiększone o [DECEA3]20%[-], napromieniowane o [DECEA3]15%[-], naładowane o [DECEA3]10%[-], piekielne o [DECEA3]5%[-]"
perkZombieExpertRank5LongDesc,progression,Skills,,"There is no such type of zombie that you have not killed yet. Damage to feral zombies increased by [DECEA3]25%[-], to irradiated by [DECEA3]20%[-], to charged by [DECEA3]15%[-], to hellish by [DECEA3]10%[-], to elite by [DECEA3]5%[-]\n\n[DECEA3]Unlocks boss hunt requests at the Radio Station.[-]","Nie ma takiego zombie, którego jeszcze nie zabiłeś. Obrażenia zadawane dzikim zombie zwiększone o [DECEA3]25%[-], napromieniowanym o [DECEA3]20%[-], naładowanym o [DECEA3]15%[-], piekielnym o [DECEA3]10%[-], elitarnym o [DECEA3]5%[-]"
perkZombieExpertRank6LongDesc,progression,Skills,,"It's better not to meet these creatures, but if you already met them, it's better to know what to do with them. Damage to feral zombies increased by [DECEA3]35%[-], to irradiated by [DECEA3]25%[-], to charged by [DECEA3]20%[-], to hellish by [DECEA3]15%[-], to elite by [DECEA3]10%[-], to minibosses by [DECEA3]5%[-]","Lepiej nie spotykać tych stworzeń, ale jeśli już je spotkałeś, lepiej wiedzieć, co z nimi zrobić. Obrażenia zadawane dzikim zombie zwiększone o [DECEA3]35%[-], napromieniowanym o [DECEA3]25%[-], naładowanym o [DECEA3]20%[-], piekielnym o [DECEA3]15%[-], elitarnym o [DECEA3]10%[-], minibossom o [DECEA3]5%[-]"
perkZombieExpertRank7LongDesc,progression,Skills,,"You can meet a lot of people in the wasteland, even huge experimental creatures. But now you know how to fight them more effectively. Damage to feral zombies increased by [DECEA3]50%[-], to irradiated by [DECEA3]35%[-], to charged by [DECEA3]25%[-], to hellish by [DECEA3]20%[-], to elite by [DECEA3]15%[-], to minibosses by [DECEA3]10%[-], to bosses by [DECEA3]5%[-]\n\n[DECEA3]Unlocks the Carrier hunt request at the Radio Station.[-]","Na pustkowiach można spotkać wielu ludzi, nawet ogromne stworzenia eksperymentalne. Ale teraz wiesz, jak skuteczniej z nimi walczyć. Obrażenia zadawane dzikim zombie zwiększone o [DECEA3]50%[-], napromieniowanym o [DECEA3]35%[-], naładowanym o [DECEA3]25%[-], piekielnym o [DECEA3]20%[-], elitarnym o [DECEA3]15%[-], minibossom o [DECEA3]10%[-], bossom o [DECEA3]5%[-]"
perkZombieExpertRank1Desc,progression,Skills,,Ferals,Dzicy
perkZombieExpertRank2Desc,progression,Skills,,Radiated,Promieniowane
perkZombieExpertRank3Desc,progression,Skills,,Charged,Oskarżony
perkZombieExpertRank4Desc,progression,Skills,,Infernal,Piekielny
perkZombieExpertRank5Desc,progression,Skills,,Elite,Elita
perkZombieExpertRank6Desc,progression,Skills,,Minibosses,Minibossowie
perkZombieExpertRank7Desc,progression,Skills,,Bosses,Szefowie
perkSelfMedicationName,progression,perk,,Self Medication,Samoleczenie
perkSelfMedicationDesc,progression,perk,,"You can cure yourself of any disease. By developing self-healing, you increase the treatment received, the speed of recovery of critical wounds, and also gradually restore the health reserve.","Z każdej choroby można się wyleczyć. Rozwijając samoleczenie, zwiększasz otrzymane leczenie, szybkość gojenia się krytycznych ran, a także stopniowo przywracasz rezerwę zdrowia."
perkSelfMedicationRank1LongDesc,progression,Skills,,"It hurts for now, but it will soon pass. Healing received and critical damage healing speed increased by [DECEA3]5%[-]. You heal an additional 1 health every [DECEA3]24[-] seconds.","Na razie boli, ale niedługo minie. Zwiększono otrzymywane leczenie i prędkość leczenia obrażeń krytycznych o [DECEA3]5%[-]. Leczysz dodatkowe 1 zdrowie co [DECEA3]24[-] sekundy."
perkSelfMedicationRank2LongDesc,progression,Skills,,"You're still confusing the pills, but it seems to be helping. Healing received and critical damage healing speed increased by [DECEA3]10%[-]. You heal an additional 1 health every [DECEA3]18[-] seconds.","Nadal mylisz pigułki, ale wydaje się, że to pomaga. Zwiększono otrzymywane leczenie i prędkość leczenia obrażeń krytycznych o [DECEA3]10%[-]. Leczysz dodatkowe 1 zdrowie co [DECEA3]18[-] sekund."
perkSelfMedicationRank3LongDesc,progression,Skills,,There is no secret - tie it up and lie down. Healing received and critical damage healing speed increased by [DECEA3]15%[-]. You heal an additional 1 health every [DECEA3]12[-] seconds.,Nie ma tajemnicy - zwiąż i połóż się. Zwiększono otrzymywane leczenie i prędkość leczenia obrażeń krytycznych o [DECEA3]15%[-]. Leczysz dodatkowe 1 zdrowie co [DECEA3]12[-] sekund.
perkSelfMedicationRank4LongDesc,progression,Skills,,Old recipes for ointments and medicines work at all times. Healing received and critical damage healing speed increased by [DECEA3]20%[-]. You heal an additional 1 health every [DECEA3]6[-] seconds.,Stare przepisy na maści i leki sprawdzają się zawsze. Zwiększono otrzymywane leczenie i prędkość leczenia obrażeń krytycznych o [DECEA3]20%[-]. Leczysz dodatkowe 1 zdrowie co [DECEA3]6[-] sekund.
perkSelfMedicationRank5LongDesc,progression,Skills,,You are a Guru of Medicine. Healing received and critical damage healing speed increased by [DECEA3]25%[-]. You heal an additional 1 health every [DECEA3]3[-] seconds.,Jesteś Guru medycyny. Zwiększono otrzymywane leczenie i prędkość leczenia obrażeń krytycznych o [DECEA3]25%[-]. Leczysz dodatkowe 1 zdrowie co [DECEA3]3[-] sekundy.
perkSelfMedicationRank1Desc,progression,Skills,,Nurse,Pielęgniarka
perkSelfMedicationRank2Desc,progression,Skills,,Intern,Stażysta
perkSelfMedicationRank3Desc,progression,Skills,,Doctor,Lekarz
perkSelfMedicationRank4Desc,progression,Skills,,Medical specialist,Specjalista medyczny
perkSelfMedicationRank5Desc,progression,Skills,,Doctor of Medical Sciences,Doktor nauk medycznych
perkIdealMetabolismName,progression,perk,,Ideal Metabolism,Idealny metabolizm
perkIdealMetabolismDesc,progression,perk,,How your body works is a whole science. Learn to understand your body - this will reduce the consumption of food and water and increase the duration of positive effects.,"To, jak działa twoje ciało, to cała nauka. Naucz się rozumieć swój organizm – zmniejszy to spożycie jedzenia i wody oraz wydłuży czas trwania pozytywnych efektów."
perkIdealMetabolismRank1LongDesc,progression,Skills,,"It doesn't matter what exactly you eat, the main thing is that it is on schedule.\nFood and water consumption is reduced by [DECEA3]6%[-], the duration of positive effects from metabolism is increased by [DECEA3]5%[-]","Nie ma znaczenia, co dokładnie jesz, najważniejsze, aby było to zgodne z harmonogramem.\nZużycie żywności i wody zmniejsza się o [DECEA3]6%[-], czas trwania pozytywnych efektów metabolizmu wydłuża się o [DECEA3]5%[-]"
perkIdealMetabolismRank2LongDesc,progression,Skills,,"Sometimes it's better to check the expiration dates of the food you eat.\nFood and water consumption is reduced by [DECEA3]12%[-], and the duration of positive effects from metabolism is increased by [DECEA3]10%[-]","Czasami lepiej sprawdzić daty ważności spożywanej żywności.\nZużycie żywności i wody zmniejsza się o [DECEA3]12%[-], a czas trwania pozytywnych efektów metabolizmu wydłuża się o [DECEA3]10%[-]"
perkIdealMetabolismRank3LongDesc,progression,Skills,,"You know how to balance your diet.\nFood and water consumption is reduced by [DECEA3]18%[-], and the duration of positive effects from metabolism is increased by [DECEA3]15%[-]","Wiesz, jak zbilansować swoją dietę.\nZużycie żywności i wody zmniejsza się o [DECEA3]18%[-], a czas trwania pozytywnych efektów metabolizmu wydłuża się o [DECEA3]15%[-]"
perkIdealMetabolismRank4LongDesc,progression,Skills,,"Healthy food only.\nFood and water consumption is reduced by [DECEA3]24%[-], and the duration of positive effects from metabolism is increased by [DECEA3]20%[-]","Tylko zdrowa żywność.\nZużycie żywności i wody zmniejsza się o [DECEA3]24%[-], a czas trwania pozytywnych efektów metabolizmu wydłuża się o [DECEA3]20%[-]"
perkIdealMetabolismRank5LongDesc,progression,Skills,,"Your body works like a very expensive watch.\nFood and water consumption is reduced by [DECEA3]30%[-], the duration of positive effects from metabolism is increased by [DECEA3]25%[-]","Twoje ciało działa jak bardzo drogi zegarek.\nZużycie jedzenia i wody zmniejsza się o [DECEA3]30%[-], czas trwania pozytywnych efektów metabolizmu wydłuża się o [DECEA3]25%[-]"
perkIdealMetabolismRank1Desc,progression,Skills,,Meals on schedule,Posiłki zgodnie z harmonogramem
perkIdealMetabolismRank2Desc,progression,Skills,,Lover of healthy eating,Miłośniczka zdrowego odżywiania
perkIdealMetabolismRank3Desc,progression,Skills,,Nutritionist,Specjalista od żywienia
perkIdealMetabolismRank4Desc,progression,Skills,,Fan of healthy eating,Fan zdrowego odżywiania
perkIdealMetabolismRank5Desc,progression,Skills,,Ideal metabolism,Idealny metabolizm
perkTirelessnessName,progression,perk,,Tirelessness,Niestrudzenie
perkTirelessnessDesc,progression,perk,,"Learn to distribute your strength correctly. This will help you reduce the consumption of stamina when working with a tool or melee weapon. Also, when you rest, you restore your reserve of strength faster.","Naucz się prawidłowo rozkładać swoją siłę. Pomoże ci to zmniejszyć zużycie wytrzymałości podczas pracy z narzędziem lub bronią białą. Ponadto, odpoczywając, szybciej regenerujesz zapasy sił."
perkTirelessnessRank1LongDesc,progression,Skills,,You can easily help any housewife. Even if she's a big mama. Stamina consumption when using melee weapons or tools is reduced by [DECEA3]4%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]20%[-],Z łatwością możesz pomóc każdej gospodyni domowej. Nawet jeśli jest już dużą mamą. Zużycie wytrzymałości podczas używania broni białej lub narzędzi jest zmniejszone o [DECEA3]4%[-]. Odzyskiwanie rezerw siły podczas odpoczynku wzrasta o [DECEA3]20%[-]
perkTirelessnessRank2LongDesc,progression,Skills,,"Where there is perseverance, there is no room for fatigue. Stamina consumption when using a melee weapon or tool is reduced by [DECEA3]8%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]40%[-]","Tam, gdzie jest wytrwałość, nie ma miejsca na zmęczenie. Zużycie wytrzymałości podczas używania broni białej lub narzędzia jest zmniejszone o [DECEA3]8%[-]. Odzyskiwanie rezerw siły podczas odpoczynku wzrasta o [DECEA3]40%[-]"
perkTirelessnessRank3LongDesc,progression,Skills,,"You control when your second, third, and fourth wind kick in. Stamina cost when using melee weapons or tools is reduced by [DECEA3]12%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]60%[-]","Ty decydujesz, kiedy nadejdzie drugi, trzeci i czwarty wiatr. Koszt wytrzymałości podczas używania broni białej lub narzędzi jest zmniejszony o [DECEA3]12%[-]. Odzyskiwanie rezerw siły podczas odpoczynku wzrasta o [DECEA3]60%[-]"
perkTirelessnessRank4LongDesc,progression,Skills,,Any hard work is a piece of cake for you. Stamina consumption when using melee weapons or tools is reduced by [DECEA3]16%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]80%[-],Każda ciężka praca jest dla Ciebie bułką z masłem. Zużycie wytrzymałości podczas używania broni białej lub narzędzi jest zmniejszone o [DECEA3]16%[-]. Odzyskiwanie rezerw siły podczas odpoczynku wzrasta o [DECEA3]80%[-]
perkTirelessnessRank5LongDesc,progression,Skills,,You are like steel - you do not know fatigue. Stamina consumption when using melee weapons or tools is reduced by [DECEA3]20%[-]. Recovery of your strength reserve while resting is increased by [DECEA3]100%[-],Jesteś jak stal – nie znasz zmęczenia. Zużycie wytrzymałości podczas używania broni białej lub narzędzi jest zmniejszone o [DECEA3]20%[-]. Odzyskiwanie rezerw siły podczas odpoczynku wzrasta o [DECEA3]100%[-]
perkTirelessnessRank1Desc,progression,Skills,,Husband for an hour,Mąż na godzinę
perkTirelessnessRank2Desc,progression,Skills,,Hard work,Ciężka praca
perkTirelessnessRank3Desc,progression,Skills,,Master of the Second Wind,Mistrz Drugiego Wiatru
perkTirelessnessRank4Desc,progression,Skills,,Hard worker,Ciężko pracujący
perkTirelessnessRank5Desc,progression,Skills,,Tireless,Niestrudzony
perkHeavyBurdenName,progression,perk,,Heavy Burden,Ciężkie brzemię
perkHeavyBurdenDesc,progression,perk,,Learn to pack and transport any load. This will allow you to carry more items without consequences.,Naucz się pakować i transportować dowolny ładunek. Dzięki temu będziesz mógł przenosić więcej przedmiotów bez konsekwencji.
perkHeavyBurdenRank1LongDesc,progression,Skills,,"When you carry a lot of items often, you can't help but start saving space. You can carry [DECEA3]3[-] extra items without consequences.","Kiedy często nosisz dużo przedmiotów, nie możesz powstrzymać się od oszczędzania miejsca. Możesz nosić [DECEA3]3[-] dodatkowe przedmioty bez konsekwencji."
perkHeavyBurdenRank2LongDesc,progression,Skills,,Fast and lots of it. You can carry [DECEA3]6[-] extra items without consequences.,Szybko i dużo. Możesz nosić [DECEA3]6[-] dodatkowe przedmioty bez konsekwencji.
perkHeavyBurdenRank3LongDesc,progression,Skills,,"Boxes can take up a lot of space, but you know what to do with them. You can carry [DECEA3]9[-] extra items without consequences.","Pudełka mogą zajmować dużo miejsca, ale wiesz, co z nimi zrobić. Możesz nosić [DECEA3]9[-] dodatkowe przedmioty bez konsekwencji."
perkHeavyBurdenRank4LongDesc,progression,Skills,,"The more you take, the less trips you have to make. You can carry [DECEA3]12[-] additional items without consequences.","Im więcej zabierzesz, tym mniej podróży będziesz musiał odbyć. Możesz nosić [DECEA3]12[-] dodatkowe przedmioty bez konsekwencji."
perkHeavyBurdenRank5LongDesc,progression,Skills,,You are great at optimizing your load. You can carry [DECEA3]15[-] extra items without consequences.,Jesteś świetny w optymalizacji obciążenia. Możesz nosić [DECEA3]15[-] dodatkowych przedmiotów bez konsekwencji.
perkHeavyBurdenRank6LongDesc,progression,Skills,,"What doesn't fit in your hands, fits on your back. You can carry [DECEA3]18[-] additional items without consequences.","Co nie mieści się w dłoniach, mieści się na plecach. Możesz nosić [DECEA3]18[-] dodatkowe przedmioty bez konsekwencji."
perkHeavyBurdenRank7LongDesc,progression,Skills,,Heavy loads are your calling. You can carry [DECEA3]21[-] additional items without consequences.,Ciężkie ładunki to Twoje powołanie. Możesz nosić [DECEA3]21[-] dodatkowe przedmioty bez konsekwencji.
perkHeavyBurdenRank8LongDesc,progression,Skills,,You have mastered the nesting doll principle for your loads. You can carry [DECEA3]24[-] additional items without consequences.,Opanowałeś zasadę zagnieżdżania lalek dla swoich ładunków. Możesz nosić [DECEA3]24[-] dodatkowe przedmioty bez konsekwencji.
perkHeavyBurdenRank9LongDesc,progression,Skills,,"How to carry what is only carried by trucks - in your hands, back and shoulders. You can carry [DECEA3]27[-] additional items without consequences.","Jak nieść to, co przewożą tylko ciężarówki – w rękach, plecach i ramionach. Możesz nosić [DECEA3]27[-] dodatkowe przedmioty bez konsekwencji."
perkHeavyBurdenRank10LongDesc,progression,Skills,,Everything ingenious is simple - take it and carry it! You can carry [DECEA3]30[-] additional items without consequences.,Wszystko genialne jest proste – weź i noś! Możesz nosić [DECEA3]30[-] dodatkowe przedmioty bez konsekwencji.
perkHeavyBurdenRank1Desc,progression,Skills,,Messenger,Posłaniec
perkHeavyBurdenRank2Desc,progression,Skills,,Errand boy,Chłopak do załatwienia
perkHeavyBurdenRank3Desc,progression,Skills,,Pizza delivery man,Dostawca pizzy
perkHeavyBurdenRank4Desc,progression,Skills,,Courier,Kurier
perkHeavyBurdenRank5Desc,progression,Skills,,The best courier,Najlepszy kurier
perkHeavyBurdenRank6Desc,progression,Skills,,Cargo Specialist,Specjalista od ładunków
perkHeavyBurdenRank7Desc,progression,Skills,,Cargo Master,Mistrz ładunku
perkHeavyBurdenRank8Desc,progression,Skills,,Port loader,Ładowarka portów
perkHeavyBurdenRank9Desc,progression,Skills,,Forwarder,Spedytor
perkHeavyBurdenRank10Desc,progression,Skills,,Genius of transportation,Geniusz transportu
skillResourceGatheringName,progression,Skills,,Resource gathering skills,Umiejętności gromadzenia zasobów
perkStoneUpStoneName,progression,perk,,Stone Upon Stone,Kamień na kamieniu
perkStoneUpStoneDesc,progression,perk,,A good miner can destroy a mountain. A super miner can change the world. By developing the skill you will increase the damage to blocks and the amount of resources obtained during mining.,"Dobry górnik może zniszczyć górę. Super górnik może zmienić świat. Rozwijając umiejętność, zwiększysz obrażenia zadawane blokom oraz ilość surowców uzyskiwanych podczas wydobycia."
perkStoneUpStoneRank1LongDesc,progression,Skills,,Knock... knock... knock...\nBlock damage and resources gained from mining are increased by [DECEA3]10%[-],Puk... puk... puk...\nObrażenia bloków i zasoby uzyskiwane z wydobycia zwiększają się o [DECEA3]10%[-]
perkStoneUpStoneRank2LongDesc,progression,Skills,,Knock-knock-knock...\nBlock damage and resources gained from mining are increased by [DECEA3]20%[-],Puk-puk-puk...\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]20%[-]
perkStoneUpStoneRank3LongDesc,progression,Skills,,The main thing is that nothing collapses after such extraction.\nBlock damage and resources gained from mining are increased by [DECEA3]30%[-],"Najważniejsze, że po takim wydobyciu nic się nie zawali.\nObrażenia bloków i zasoby uzyskiwane z wydobycia zwiększają się o [DECEA3]30%[-]"
perkStoneUpStoneRank4LongDesc,progression,Skills,,"You see not only rocks and stones, but also valuable resources in large quantities.\nBlock damage and resources gained from mining are increased by [DECEA3]40%[-]","Widzisz nie tylko skały i kamienie, ale także cenne zasoby w dużych ilościach.\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]40%[-]"
perkStoneUpStoneRank5LongDesc,progression,Skills,,You intuitively feel deposits of valuable resources.\nBlock damage and resources gained from mining are increased by [DECEA3]50%[-],Intuicyjnie wyczuwasz złoża cennych zasobów.\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]50%[-]
perkStoneUpStoneRank6LongDesc,progression,Skills,,The mine is your second home.\nBlock damage and resources gained from mining are increased by [DECEA3]60%[-],Kopalnia to Twój drugi dom.\nObrażenia bloków i zasoby uzyskiwane w wyniku wydobycia zwiększają się o [DECEA3]60%[-]
